报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.02,0.35,0.25,--,0.32,0.25,0.17,0.17,0.29,0.23,0.41,0.58,0.34,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.8,1.56,2.76,5.05,2.71,2.42,1.91,1.78,2.58,2.36,1.15,1.06,1.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.06,0.03,1.16,0.65,0.79,0.09,0.15,0.46,-0.08,0.21,0,0,0,
主营业务收入(万元),304192,291810,255851,--,206563,188966,162488,126657,166275,118182,148827,125465,98605,74130,68578,59680,37349,21263,15455,13360,12556,
主营业务利润(万元),189484,171130,140342,--,106544,97624,72655,63698,69433,53908,50996,40673,33341,25813,23733,20768,16744,11368,7831,6965,5400,
营业利润(万元),5309,33086,22843,--,22415,18361,9063,9114,22909,15963,15299,10606,6685,2534,2944,4479,3857,3134,2795,2330,989,
投资收益(万元),-1218,253,68,--,1341,220,806,6,38,596,5,--,10,-24,66,-0,17,--,0,0,0,
营业外收支净额(万元),-322,-90,-375,--,2367,645,3951,3789,1232,311,269,537,--,-215,17,-94,-41,-87,0,0,0,
利润总额(万元),4988,32997,22468,--,24782,19006,13014,12902,24140,16274,15568,11142,6747,2356,3030,4385,3833,3047,2746,2364,988,
净利润(万元),1391,27334,20021,--,22209,17012,11820,11229,18643,14430,12929,8546,4506,2182,2436,3125,2497,1946,1797,1453,679,
净利润(扣除非经常性损益后)(万元),-1112,25611,19194,--,19421,16127,8141,8365,17578,13357,12542,8152,4491,2320,2390,3219,2540,2040,0,0,0,
经营活动产生的现金流量净额(万元),42517,42660,16173,--,14347,17863,5680,-9673,4073,1857,36856,10290,10569,1159,2640,7973,-962,2429,2359,0,0,
现金及现金等价物净增加额(万元),-21128,28972,-10082,--,79082,-38223,6670,30024,-13058,-18662,16584,29214,2804,-14270,3864,-4689,2170,13964,2040,0,0,
总资产(万元),431264,482625,436858,420551,425182,318500,320234,288438,227035,243120,221040,167425,107431,101027,113479,93781,66493,44738,26143,22107,19341,
流动资产(万元),206992,234728,179810,158995,203212,105239,132021,119067,83790,116446,119493,91606,41682,36332,49224,41660,42197,31220,0,0,0,
总负债(万元),158823,181347,145414,147516,157381,136511,150612,126896,111158,142865,131085,84393,69423,67574,78042,59965,34667,16957,16958,13542,11580,
流动负债(万元),147500,169172,133578,132852,139333,114446,126617,106394,93742,101406,93825,65643,55552,48076,60914,51475,28551,13757,0,0,0,
股东权益不含少数股东权益(万元),268897,289643,280877,262431,268049,181209,168349,159989,114082,98604,87328,79832,36026,32271,32893,30654,29693,27177,8658,7962,7733,
净资产收益率加权(%),0.5,9.46,7.37,--,12,9.75,7.2,8.75,17.49,15.57,15.56,13.97,12.98,6.42,0,10.36,8.54,13.73,21.62,18.51,8.58,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
