报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.25,-0.22,-0.41,0.03,0.03,0.01,0.02,0.01,0.01,0.04,0.01,0.01,0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,0.76,0.75,0.76,0.74,0.73,0.7,1.28,2.67,3.16,3.08,4.02,3.33,3.2,4.64,2.4,3.37,2.69,2.4,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.04,0.06,0.22,-0.25,0.66,0.01,0.03,-0.48,0,-0.23,-0.46,1.12,0.44,0.73,--,--,--,--,
主营业务收入(万元),413,10258,24107,47636,37572,17492,10715,11778,5568,10368,12667,11387,74447,68199,90071,57999,73943,51877,116512,122956,109995,98587,81143,25775,21415,15935,
主营业务利润(万元),-272,559,9471,15419,12685,6720,3631,2451,2103,4220,3030,2020,2784,2464,3946,4124,12399,5206,12141,13562,14627,14584,8808,3574,2681,1382,
营业利润(万元),-20443,-15295,-34959,1191,1645,34,1130,728,510,2311,1565,1296,-16352,-12651,-20877,-13627,665,-14496,407,6341,8591,11276,9977,3638,3090,1648,
投资收益(万元),--,-22,--,--,-658,0,--,--,--,--,--,228,--,0,-10000,0,0,-50,13,0,--,0,745,1135,0,260,
营业外收支净额(万元),-314,2199,-1014,1158,612,675,3,21,-26,-0,-4,32,--,-2753,-6766,-130,2313,0,-48,112,5,0,0,0,0,--,
利润总额(万元),-20757,-13096,-35973,2349,2257,709,1133,749,484,2311,1561,1328,10666,-15404,-37643,-13756,2977,-14680,1672,6453,9197,12208,10875,5206,3118,1961,
净利润(万元),-20611,-17777,-33098,2417,2101,519,576,245,215,1055,370,247,7145,-12751,-34788,-13648,2590,-14466,223,5236,7761,10299,9243,4425,3038,1901,
净利润(扣除非经常性损益后)(万元),-20571,-20073,-33776,1435,2236,-67,573,223,240,1055,372,60,-19873,-9998,-28023,-13519,315,-14551,-1927,5125,7385,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-2601,-1670,5680,4673,2046,475,2156,-3266,-1223,1748,5954,-6706,18029,143,732,-13094,8385,-6226,-12426,26305,10335,10709,--,--,--,--,
现金及现金等价物净增加额(万元),-2272,-2462,-2743,-1145,-12366,19463,4532,-866,-4406,1607,5504,-11352,17847,-353,-197,-5367,1883,-9423,1089,-2732,6685,1128,--,--,--,--,
总资产(万元),5816,25296,45533,79958,72629,76111,40647,29957,29549,30488,26696,24191,20002,137283,142765,180195,190517,172170,199482,164030,148961,117109,61663,31252,25281,21240,
流动资产(万元),2257,6789,13818,36898,35628,64389,40402,29677,29018,29616,25578,22597,18946,20451,30364,45916,51452,0,--,0,52656,44756,32426,18674,13973,12368,
总负债(万元),8988,5568,8206,9179,15545,22080,14404,6560,8797,9950,3463,1634,--,112791,102556,102144,98555,82627,84022,79187,73448,48799,30522,9355,7808,5660,
流动负债(万元),8206,5568,8206,8460,13951,20425,14404,6560,8797,8510,3463,1634,--,112791,98556,98144,88555,0,--,0,49448,28799,10522,9355,7808,5660,
股东权益不含少数股东权益(万元),-2379,19760,37165,71025,57237,49518,21572,20997,20752,20537,20619,20249,20002,18938,34900,72556,86204,83835,109457,78388,75374,68279,31141,21898,17473,15580,
净资产收益率加权(%),0,-62.46,-61.18,3.76,4.13,4.51,2.7,1.17,1.04,5.13,1.81,1.23,43.49,-45.18,-63.07,-17.19,5.13,-15.96,0.31,6.7,--,15.23,--,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
