报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.01,0.01,0.01,0.01,0.04,0.01,0.05,0.02,0.02,0.14,0.03,0.02,0.35,0.55,0.47,0.48,
每股净资产(元),--,--,--,--,--,--,--,--,1.68,2.7,2.56,3.54,3.67,1.97,2.33,1.96,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.13,-0.19,-0.22,0.23,0.18,0.39,0.44,0.64,
主营业务收入(万元),98954,100407,116356,87441,81881,98954,100058,90730,112202,98344,51084,65241,67506,55448,34430,23628,
主营业务利润(万元),11774,12630,12080,8662,7916,9336,9372,7985,7616,8845,4251,4961,6561,6160,4584,4555,
营业利润(万元),647,963,730,-243,-1115,202,316,-876,47,1675,76,33,2802,2674,2290,2405,
投资收益(万元),3123,4192,1527,1257,-12,4,26,0,-48,-53,--,--,--,-11,-9,-2,
营业外收支净额(万元),29,139,-58,1037,1748,171,907,1364,327,317,329,113,--,120,15,-24,
利润总额(万元),677,1102,672,793,633,373,1222,488,374,1992,405,146,2910,2794,2305,2381,
净利润(万元),801,704,916,843,688,224,848,330,311,1563,319,136,2449,2405,1963,2017,
净利润(扣除非经常性损益后)(万元),-414,-676,-792,-1186,-787,85,95,-591,61,1316,27,40,2358,2303,--,--,
经营活动产生的现金流量净额(万元),4532,-41,4142,-1509,7494,9390,2192,3934,-2424,-2201,-2516,1835,1481,2350,1866,2695,
现金及现金等价物净增加额(万元),-4298,1767,-7246,10392,-195,230,-1144,-2681,2192,719,-638,-3535,2476,3236,1251,861,
总资产(万元),184466,184105,161116,146453,56579,61100,67749,66518,74003,67187,53812,43670,46404,32801,27179,23456,
流动资产(万元),40032,53295,64974,124197,34999,37732,43610,40704,43331,40382,29746,21898,31333,23116,16885,13896,
总负债(万元),34736,46964,21330,13896,23221,28404,33544,33018,40944,34473,22965,13159,15013,19352,16265,14968,
流动负债(万元),31706,42975,20566,13499,22929,27982,33276,32787,40864,34423,22852,13159,15013,19352,14073,11084,
股东权益不含少数股东权益(万元),143291,134064,130734,130140,30811,30118,31712,30864,30534,30677,29097,28778,29796,11979,9784,8241,
净资产收益率加权(%),0.57,0.54,0.7,0.87,2.26,0.73,2.71,1.08,1.01,5.23,1.1,0.45,12.36,21.89,21.28,27.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
