报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),2.13,1.81,2.59,1.17,0.43,0.31,0.26,
每股净资产(元),--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,1.5,2.23,1.36,1.8,
主营业务收入(万元),385444,277873,326720,164841,98045,64095,35184,
主营业务利润(万元),150486,117174,156424,68006,32157,19999,11113,
营业利润(万元),112578,91908,115083,50719,18332,12777,6402,
投资收益(万元),3999,5582,159,115,162,110,22,
营业外收支净额(万元),46,627,95,1599,1000,550,580,
利润总额(万元),112624,92535,115178,52318,19333,13328,6982,
净利润(万元),97317,81367,98386,44548,16479,11797,6201,
净利润(扣除非经常性损益后)(万元),89079,72732,96323,46452,21030,11222,5674,
经营活动产生的现金流量净额(万元),69892,73554,94256,35702,17665,10765,6467,
现金及现金等价物净增加额(万元),-12981,45416,19010,23146,12394,4020,1633,
总资产(万元),543694,472739,257075,138548,69278,44542,27967,
流动资产(万元),413905,389074,220943,118513,57605,35880,19702,
总负债(万元),124415,97890,88791,53561,26677,21380,14437,
流动负债(万元),108743,88510,83472,48674,24207,20425,14052,
股东权益不含少数股东权益(万元),415041,372114,166832,83914,42577,23142,13504,
净资产收益率加权(%),25.43,24.72,80.97,72.25,50.88,64.07,57.29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
