报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.06,0.06,0.07,0.09,0.29,0.53,0.5,0.48,0.71,0.89,0.82,0.52,0.64,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,4.55,4.13,3.61,3.01,3.5,4.74,4.39,2.44,1.99,1.62,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.4,1.19,1.39,0.18,0.71,0.65,0.66,0.5,0.38,
主营业务收入(万元),252157,217386,262415,266140,219855,179117,166991,158768,65290,62672,55598,35720,30378,23440,19163,15335,11250,
主营业务利润(万元),68295,58762,64832,63489,69343,72696,62619,57191,24199,28585,27580,11002,11445,8870,6292,5262,4183,
营业利润(万元),5332,3142,4994,6191,14881,25065,24327,20261,11946,16076,16135,3014,5052,4345,3030,2450,2009,
投资收益(万元),1052,813,610,-2255,-3315,1665,797,-331,130,144,158,68,102,60,0,0,0,
营业外收支净额(万元),-1184,178,200,153,1349,1520,819,2044,332,841,-785,3416,--,-12,0,0,0,
利润总额(万元),4148,3320,5195,6344,16230,26585,25145,22305,12278,16918,15350,6430,5382,4394,3025,2397,2004,
净利润(万元),2387,2272,2705,3385,10944,19791,18459,17746,9451,11797,10792,4600,3733,2980,1992,1592,1332,
净利润(扣除非经常性损益后)(万元),1186,203,893,2801,7729,16115,17145,4816,8929,9519,11580,2199,3610,2992,1995,1628,1314,
经营活动产生的现金流量净额(万元),27450,-7941,-15571,148,13909,22166,26556,20236,5252,15707,18406,1586,4168,3836,2893,2180,1647,
现金及现金等价物净增加额(万元),5983,-13700,-42370,39071,41,14878,-14850,-7513,-1926,237,8007,-4069,-1630,13104,2162,183,-115,
总资产(万元),368665,372466,389578,445770,369767,309478,282730,254138,80772,70650,63191,50495,43381,32921,18447,14385,12097,
流动资产(万元),182204,187705,198699,253020,147000,109216,90959,109230,26668,27338,27689,19824,23500,22535,9668,6154,5067,
总负债(万元),162255,169282,184076,236331,130654,99187,88476,77258,23718,20591,20839,17558,14596,7111,7767,5699,5003,
流动负债(万元),144548,152253,166101,217442,110789,87108,74991,66167,22973,19902,19797,16858,14232,7091,7767,4799,4103,
股东权益不含少数股东权益(万元),202134,199092,200885,204766,229133,200560,184748,168972,54587,47706,39855,30870,27875,25805,10678,8686,7094,
净资产收益率加权(%),1.19,1.13,1.32,1.49,5.38,10.3,10.43,10.52,18.37,27.37,30.83,15.73,14.04,24.49,20.57,21.02,19.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
