报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.19,-2.26,-0.88,0.18,0.32,0.04,0.02,0.2,0.4,1.77,1.44,0.36,0.21,--,--,
每股净资产(元),--,--,--,--,--,9.97,9.95,10.04,10.13,24.84,2.72,1.19,0.83,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.12,0.07,0.26,0.09,0.98,1.15,0.54,-0.02,0,0,
主营业务收入(万元),39473,60206,69496,70612,56059,42570,43362,42838,57138,70237,46585,21874,15009,11414,6446,
主营业务利润(万元),9639,20638,19752,22262,19786,16466,16227,15195,23946,32994,20344,8412,4303,2337,1691,
营业利润(万元),-55959,-156030,-48762,7786,3916,-4722,-4854,-2189,5568,14658,8732,1563,290,584,458,
投资收益(万元),-1990,518,4585,9564,7235,547,223,--,--,--,0,--,0,0,68,
营业外收支净额(万元),69151,159,341,3854,5833,5743,5593,8626,5863,4466,2962,849,1069,18,-6,
利润总额(万元),13191,-155871,-48421,11640,9749,1022,739,6437,11430,19124,11694,2412,1359,672,601,
净利润(万元),10392,-126575,-48804,10121,8601,1015,469,5499,10771,17702,11694,2412,1359,672,601,
净利润(扣除非经常性损益后)(万元),-58938,-138720,-50289,7697,4541,-3085,-3322,-1308,7779,15802,9681,2115,740,0,0,
经营活动产生的现金流量净额(万元),-7038,37273,-11259,-5716,-1613,-3398,1816,6955,2369,10632,9361,3973,-105,-41,-1811,
现金及现金等价物净增加额(万元),-27321,192,1036,-25742,-117883,-16356,-13301,-19409,-12097,237734,7403,5075,397,-408,-923,
总资产(万元),201373,321492,296047,329416,319970,286538,283957,289155,295764,286644,34141,15993,11127,8784,7528,
流动资产(万元),79852,144510,235577,232031,252500,258331,255591,260151,284685,282335,32216,14920,9915,7303,6205,
总负债(万元),92626,180959,41379,33036,38434,15174,13203,16128,20134,16355,11956,7193,5826,4828,4243,
流动负债(万元),85200,174163,39942,31233,36494,13384,10872,15038,20114,15688,11956,7193,5826,2080,3092,
股东权益不含少数股东权益(万元),117985,143573,253135,296346,281466,271291,270679,272952,275618,270289,22185,8800,5301,3956,3285,
净资产收益率加权(%),9.17,-66,-17.78,3.52,3.12,0.37,0.17,2.01,3.95,9.59,72.2,35.58,29.41,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
