报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.48,0.55,0.44,0.41,0.37,0.45,-0.21,-0.11,0.25,0.2,0.21,0.36,0.33,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,2.95,3.24,3.15,2.89,2.82,2.56,2.35,2.51,2.73,2.64,2.38,1.47,1.36,1.32,1.28,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.18,-1.1,-0.55,0.54,0.6,0.58,-0.1,0.16,0.38,0.16,0.18,0.08,0,--,
主营业务收入(万元),311131,326478,299241,309478,365377,510909,938856,1357556,1330472,922769,652195,561003,543420,467683,405161,320504,186633,147143,140632,151954,175947,190858,
主营业务利润(万元),266137,272263,255699,243333,247198,248580,245041,239298,242255,201608,173081,172028,166738,144883,136064,131802,90348,89845,85177,80912,89200,99840,
营业利润(万元),99893,104440,82407,73581,67271,83811,-41433,-25374,37981,30051,27887,48679,52436,52554,48558,45733,38156,38019,34464,31088,35147,49023,
投资收益(万元),4628,4653,4945,729,2298,68822,228,442,-593,-29,32,-284,-66,-129,-106,135,0,0,0,0,0,0,
营业外收支净额(万元),-17659,-11123,-6143,-2160,-4021,-10277,-9197,-5180,7090,5404,5608,--,--,-331,-512,-915,187,44,-36,0,0,0,
利润总额(万元),82234,93318,76264,71421,63250,73534,-50630,-30553,45071,35454,33495,56056,54408,53718,49214,44953,38343,38064,36428,31448,34348,50187,
净利润(万元),84862,97648,77999,73511,65874,79981,-37679,-18777,44085,35668,35852,58806,53682,53452,49715,44634,38343,38064,36428,31448,33932,49292,
净利润(扣除非经常性损益后)(万元),102120,104011,78505,74673,67527,20928,-32021,-16890,27712,31021,30992,54742,44764,49749,48288,42063,37937,38019,34428,0,0,--,
经营活动产生的现金流量净额(万元),81417,131387,84312,160671,77578,191007,182112,151623,209617,-195845,-93450,90975,98781,94401,-15947,23608,55651,23256,21485,8890,0,--,
现金及现金等价物净增加额(万元),70716,-17107,-30252,57341,-109996,-14290,7969,-70081,81043,36907,-10927,-88515,93863,-18999,-28561,-1903,3740,123408,5016,14,0,--,
总资产(万元),784532,797347,764696,774225,723473,822903,1385243,1569631,1800247,1790467,1198181,1019321,1049838,964611,968377,865360,764020,619919,433931,450376,456452,435697,
流动资产(万元),293952,304564,307047,322089,265372,341608,729136,884700,1124633,1178349,638445,502769,587951,508042,574691,521197,483933,--,0,0,0,272340,
总负债(万元),141551,166556,177131,202538,170826,259049,886086,1020486,1186043,1203064,678229,525985,618866,567822,512858,451800,373258,270278,261482,291241,302033,286368,
流动负债(万元),129689,154417,169467,199472,168710,256772,853219,1012341,1178528,1115811,616943,438358,492858,529096,488397,428480,346235,--,0,0,0,213451,
股东权益不含少数股东权益(万元),664818,651122,601778,584152,563057,567655,488457,524903,576385,559966,495649,473151,417649,383670,442970,400605,388310,349641,172449,159135,154418,149328,
净资产收益率加权(%),13.02,15.58,13.27,12.91,11.76,15.14,-7.74,-3.41,7.74,6.56,7.3,13.53,13.99,13.47,11.77,11.2,10.13,12.28,20.54,18.48,20.4,28.54,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
