报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),-1.86,-3.41,0.65,0.54,0.33,0.38,0.67,0.58,0.41,0.4,0.59,0.43,0.81,1.18,0.93,
每股净资产(元),--,--,--,--,--,--,--,--,4.64,4.54,6.41,5.92,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.13,0.09,0.82,0.47,0.66,1.3,1.25,
主营业务收入(万元),224599,349260,306277,165007,89518,86705,74995,61722,47753,36705,24213,21620,19741,16030,13275,
主营业务利润(万元),14050,45105,81318,50304,20913,19982,16576,14213,10446,8259,6705,5474,5182,3773,3000,
营业利润(万元),-151069,-289660,61505,32832,8678,9723,7852,5490,3773,3468,3341,2060,3265,2145,1829,
投资收益(万元),438,613,2249,1111,1789,1489,592,--,--,--,0,--,0,--,--,
营业外收支净额(万元),-3937,-365,-424,6593,1193,1558,1450,1226,818,1040,957,763,678,425,95,
利润总额(万元),-155006,-290025,61081,39425,9872,11281,9302,6717,4591,4508,4298,2823,3942,2569,1924,
净利润(万元),-158332,-289702,54912,37869,8580,9905,8107,5765,4059,3988,3939,2528,3891,2353,1866,
净利润(扣除非经常性损益后)(万元),-157298,-293142,51411,32788,8243,9235,7520,5224,3955,3673,3667,2424,3656,2273,1834,
经营活动产生的现金流量净额(万元),16156,-59810,32259,30614,13429,7726,9872,10777,1352,876,5507,3162,3160,2598,2490,
现金及现金等价物净增加额(万元),-4101,-42077,30058,20003,3172,-9549,5722,12,-9795,-7477,361,23728,-722,-1601,1499,
总资产(万元),171627,312823,600327,498750,133380,122997,111864,69954,61719,54665,53190,48050,18756,15909,11613,
流动资产(万元),103808,223185,235790,141569,87681,76431,67388,29237,27129,30823,35580,34564,7175,7111,7796,
总负债(万元),127908,110517,94986,40286,25388,22364,20406,16801,13445,9036,10259,8485,6911,7572,5661,
流动负债(万元),117920,101583,94580,39191,21773,18686,19654,15984,12624,8215,9429,7787,6194,6861,5661,
股东权益不含少数股东权益(万元),44119,202444,505341,458463,106025,98727,89591,51220,46457,45488,42836,39565,11845,8337,5953,
净资产收益率加权(%),-128.43,-82.5,11.39,12.48,8.4,10.54,10.37,11.82,8.84,9.08,9.57,9.82,38.71,32.99,37.34,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
