报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-0.35,0.06,-0.13,0.01,-0.34,0.01,-0.11,0.1,0.17,0.12,0.3,0.32,0.36,0.22,
每股净资产(元),--,--,--,--,--,--,--,--,2.78,2.61,5.03,3.06,2.74,2.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.22,0.09,0.2,0.32,0.23,0.27,
主营业务收入(万元),34941,50939,54470,51509,31943,38025,36709,30861,29808,21810,17271,16411,16496,10449,
主营业务利润(万元),8107,12925,12788,12450,4481,8281,8950,8630,9333,7180,5720,5719,5842,4390,
营业利润(万元),-17371,3059,-6341,-5361,-16183,-2135,-5230,1209,4157,3066,2084,2666,3279,1655,
投资收益(万元),-1196,5763,-3036,-4935,-4727,-1440,-1304,-46,-6,--,--,--,0,30,
营业外收支净额(万元),-49,40,204,7431,810,3028,1259,1279,295,184,1059,318,--,36,
利润总额(万元),-17420,3100,-6137,2070,-15373,893,-3971,2488,4452,3251,3143,2984,3422,1691,
净利润(万元),-16354,2707,-6239,629,-13615,521,-3528,2125,3637,2587,2584,2525,2790,1381,
净利润(扣除非经常性损益后)(万元),-19624,-7215,-7073,-6020,-14253,-2325,-4985,1537,3563,2426,1580,2342,2698,1306,
经营活动产生的现金流量净额(万元),-3806,7879,2095,8647,1722,1341,5457,175,4666,1931,2116,2553,1844,1904,
现金及现金等价物净增加额(万元),-7700,-11177,-29931,31065,-3198,-29849,57555,-1315,-4356,-8837,17512,-269,1295,-1140,
总资产(万元),189176,219152,225449,238819,175001,173698,196651,115265,99069,82521,72192,46464,42522,33931,
流动资产(万元),105861,120645,113087,127128,84248,86533,112149,49449,44924,44392,42917,20226,17580,14188,
总负债(万元),50168,62705,67570,73372,70458,55194,78981,49666,34526,21959,14956,18732,17542,17680,
流动负债(万元),39983,51396,61870,67849,65183,47518,70845,38226,24300,17977,11837,15816,14786,11498,
股东权益不含少数股东权益(万元),137139,154187,152659,159050,99840,113455,112934,60097,59455,55842,53791,24455,21930,15195,
净资产收益率加权(%),-11.22,1.76,-4,0.45,-12.77,0.46,-6.08,3.55,6.31,4.72,7.97,10.89,14.72,11.64,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
