报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.18,0.34,0.39,1.01,0.96,1,1.02,0.96,1.08,0.9,0.74,0.65,
每股净资产(元),--,--,--,--,--,--,--,--,--,2.26,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,2.42,1.52,3,2.29,2.15,1.12,1.22,0.56,
主营业务收入(万元),89814,76395,74428,69097,67345,70486,66240,54647,52726,41865,28210,20056,
主营业务利润(万元),25391,24088,22672,21022,20878,21776,20359,16237,14903,12154,8108,5988,
营业利润(万元),3937,5773,7119,6897,6577,6881,6802,6247,7132,5816,3612,2371,
投资收益(万元),216,310,719,--,--,--,--,--,--,0,0,0,
营业外收支净额(万元),205,196,40,10,11,18,100,125,49,53,36,-36,
利润总额(万元),4142,5969,7158,6907,6589,6899,6902,6372,7180,5869,3649,2335,
净利润(万元),2423,4594,5158,5058,4809,5017,5079,4788,5380,4502,2867,1909,
净利润(扣除非经常性损益后)(万元),2232,4440,5134,5050,4800,5004,5004,4694,5342,4461,2838,1956,
经营活动产生的现金流量净额(万元),14636,12584,18052,9720,12107,7576,15011,11431,10748,5622,4718,1645,
现金及现金等价物净增加额(万元),-22239,22675,-12518,30272,10286,4615,10614,330,4294,2667,5495,-713,
总资产(万元),130506,120851,110552,93609,64041,55701,52307,40297,32046,20225,14329,8306,
流动资产(万元),64644,96449,88246,74670,44771,34664,30735,20114,20789,14804,10799,5266,
总负债(万元),64859,55619,49246,36701,33682,28651,28774,20344,15381,8939,6545,4846,
流动负债(万元),64790,55564,49246,36701,33682,28651,28774,20344,15381,8939,6545,4846,
股东权益不含少数股东权益(万元),64111,63822,60828,56908,30358,27050,23533,19954,16666,11286,7784,3461,
净资产收益率加权(%),3.8,7.39,8.8,15.85,16.9,19.94,23.49,26.33,38.49,44.87,57.17,75.83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
