报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),1.58,1.26,0.76,0.62,0.79,1.66,0.91,0.57,0.55,0.57,0.51,0.71,0.65,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.59,4.18,3.04,4.79,4.13,2.05,1.79,2.05,3.6,1.78,1.48,1.31,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.39,-0.6,-0.43,1.1,0.01,0.61,0.53,-0.29,-0.15,1.33,0,0,
主营业务收入(万元),2136499,1907578,1510090,1235553,1484211,1514999,1408582,764931,822944,667715,461941,422541,334544,244517,190353,137517,112944,91063,77236,62089,
主营业务利润(万元),894947,852322,544913,450336,494385,565576,411319,138893,164259,152481,116650,107685,74227,45339,37622,32905,26468,21462,13616,8646,
营业利润(万元),611607,508843,340618,310857,318339,332785,169828,58811,78894,96835,75129,52237,42247,24292,22222,20092,17355,14737,9286,5772,
投资收益(万元),57274,39377,74529,31979,84920,44432,10271,17368,15383,10257,8232,6447,1347,-104,10,287,12,-4,-93,0,
营业外收支净额(万元),8080,-5047,-4419,8154,14949,437,11924,37394,17236,2742,1348,-108,-237,-500,-546,-376,-181,0,0,0,
利润总额(万元),619687,503796,336199,319011,333288,333222,181753,96205,96130,99577,76476,52129,42010,24026,21824,21110,18006,14698,9185,5513,
净利润(万元),502295,411136,247379,202901,254133,253329,134911,83027,81085,80509,66922,47047,38774,20796,17314,15684,12469,10302,5621,3565,
净利润(扣除非经常性损益后)(万元),426113,370423,182800,113700,165265,220064,115366,18927,49988,65097,55584,41463,38440,20584,16785,11767,11053,8571,6068,5665,
经营活动产生的现金流量净额(万元),658954,107630,-25937,-607532,162870,264939,89207,108897,-57159,-87502,-56919,72806,336,36210,31003,-13285,-3465,22657,0,0,
现金及现金等价物净增加额(万元),-3130,-43186,92665,-35363,240343,-3799,21442,-131799,141090,-21508,28207,11572,57284,-18555,-22973,494,58522,5595,0,0,
总资产(万元),5158392,5221626,4635281,3993643,2663067,2302456,1897464,1715325,1724326,1338890,936926,612519,422000,257458,224867,212992,194125,74318,58313,56338,
流动资产(万元),3476342,3610152,3116550,2512292,1588724,1385024,1097180,1044947,1205140,890942,584353,341244,265977,163612,148236,155189,154416,50484,39390,39234,
总负债(万元),2476426,3026005,2742588,2256904,1155905,1080481,903233,878128,1005105,688788,506923,283784,144728,131142,113471,116201,108434,41557,31681,33788,
流动负债(万元),1082586,1457994,1274960,1045034,854444,906172,676826,765461,943012,640582,322121,227019,143031,122123,113471,116201,102321,39159,29754,33788,
股东权益不含少数股东权益(万元),2453669,1996992,1694390,1562177,1381194,1118765,916390,764929,674462,613150,400038,315816,271915,120906,105709,92850,81706,30247,25215,22314,
净资产收益率加权(%),22.52,22.06,15.24,13.76,20.09,24.97,16.19,11.56,12.59,15.33,19.06,15.95,26.09,18.38,17.65,18.05,25.09,37.15,22.37,12.65,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
