报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),2.03,2.01,1.88,1.73,1.46,1.36,1.27,1.08,1.25,1.09,0.53,0.44,0.6,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,6.03,5.23,4.54,4.23,3.8,3.5,3.27,4.74,4.52,4.35,2.27,1.82,1.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.48,1.09,0.75,0.9,0.42,0.6,0.55,0.43,0.54,0.72,0,0.52,0.09,
主营业务收入(万元),168032,172142,169763,152116,139340,141621,132676,123194,132524,120860,76184,65645,57792,49089,39930,34018,29731,24649,22334,19458,17585,
主营业务利润(万元),70298,72110,69590,62667,54386,52078,49288,43445,46975,44028,24911,19663,20799,18516,14739,12590,11736,9701,9457,7706,7455,
营业利润(万元),54115,52953,51186,46207,39748,37076,34040,29203,32699,30227,15248,11455,14683,12380,9608,8671,7692,5466,4426,3658,3171,
投资收益(万元),1904,1649,1859,214,2209,652,353,329,989,103,-4,137,611,0,0,0,0,0,0,0,0,
营业外收支净额(万元),97,23,266,855,392,779,1239,781,430,414,478,508,--,30,37,52,29,-27,0,0,0,
利润总额(万元),54211,52977,51452,47062,40140,37856,35279,29984,33129,30641,15726,11963,14932,12452,9787,8822,7918,5457,4542,3709,3133,
净利润(万元),45595,45186,42358,38955,32797,30620,28622,24203,28066,24427,12031,9817,13388,10724,8492,7760,7037,4434,4023,3651,2743,
净利润(扣除非经常性损益后)(万元),41758,44026,39373,37793,31021,29804,27342,23313,27393,23463,11660,9305,12503,10665,8343,7618,6667,4449,0,0,0,
经营活动产生的现金流量净额(万元),61070,57918,40976,46410,32533,30247,32029,31571,33291,24505,16981,20248,9421,13553,12290,6437,8082,10827,6080,0,0,
现金及现金等价物净增加额(万元),48169,-16022,-45248,38587,748,-33826,10167,16189,15639,4707,6510,4060,-10797,1850,2303,-11166,-7379,34121,-496,0,0,
总资产(万元),323172,300344,266437,247966,224082,202286,188402,168962,157749,145420,120832,108545,92404,86770,79850,77338,75572,71946,39222,36288,33725,
流动资产(万元),248064,225266,171205,184791,165265,149717,141063,122753,107166,92617,67600,55121,51506,54250,47419,43823,49408,--,0,0,0,
总负债(万元),55467,50247,34370,33641,26272,21763,23251,19192,19157,24695,15756,10790,6950,8091,6274,6254,7749,6709,16534,18044,19132,
流动负债(万元),50483,47136,32758,32315,25098,20552,21863,18764,18106,24124,15755,10789,6945,7731,6074,6210,7153,--,0,0,0,
股东权益不含少数股东权益(万元),263219,245585,227404,209804,193352,176299,161421,146294,135592,117647,102220,95271,85454,78680,73576,71084,67824,65236,22687,18244,14593,
净资产收益率加权(%),18.23,19.48,19.56,19.51,17.87,18.28,18.74,17.31,22.31,22.37,11.64,10.86,16.41,13.59,11.82,10.82,10.73,17.88,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
