报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),-0.22,0.01,0.04,0.2,0.17,0.16,0.18,0.27,0.43,0.39,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,2.2,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.17,0.25,0.22,
主营业务收入(万元),98237,113310,115426,113640,83772,81124,67460,54838,62592,54594,36527,
主营业务利润(万元),12825,18579,19482,25009,21232,21284,17476,16515,21687,19445,13526,
营业利润(万元),-20464,212,3246,6961,5487,3942,4361,6110,12163,11522,7269,
投资收益(万元),121,428,798,716,1078,--,1067,-232,-13,115,27,
营业外收支净额(万元),47,-23,-14,1098,500,273,714,1840,426,344,396,
利润总额(万元),-20417,189,3232,8059,5987,4216,5076,7950,12589,11866,7665,
净利润(万元),-17671,728,3266,6349,5354,4337,4882,7213,11287,10340,6636,
净利润(扣除非经常性损益后)(万元),-19346,-2302,1385,4785,4062,3918,3112,5567,10035,9882,6279,
经营活动产生的现金流量净额(万元),3980,-1285,-3810,9202,7576,8873,5811,1820,4496,6674,5780,
现金及现金等价物净增加额(万元),-318,-4013,4310,-36872,-25681,68425,-1816,3606,-823,1613,-1624,
总资产(万元),197520,204508,210442,207474,188580,210107,131416,118224,105135,81102,60542,
流动资产(万元),99106,112404,124425,127963,119259,142612,68471,63967,52426,40324,27884,
总负债(万元),68056,55456,61541,58087,42334,65896,53872,44841,38937,23424,13492,
流动负债(万元),62542,50040,55439,52661,39108,62089,50070,40329,33145,20751,12430,
股东权益不含少数股东权益(万元),130183,147855,147458,147351,144258,142063,74355,71694,64137,55205,46641,
净资产收益率加权(%),-12.71,0.49,2.21,4.35,3.73,5.75,6.69,10.8,18.98,20.38,15.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
