报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.06,-0.05,-1.11,0.11,0.6,0.21,0.39,0.53,0.08,0.54,0.42,0.58,0.32,0.26,0.05,
每股净资产(元),--,--,--,--,--,--,3.1,4.53,4.04,7.14,6.85,2.04,7.85,3.47,1.45,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.5,0.55,0.62,-1.46,-0.11,0.45,-1,1.76,0.23,
主营业务收入(万元),182439,147574,78649,130910,104455,68821,45453,43396,29978,28585,17067,13210,8534,6132,3665,
主营业务利润(万元),19499,20553,13971,34085,34437,18972,15244,14198,8207,8208,4984,3889,2539,1673,565,
营业利润(万元),561,-1432,-43300,4634,22836,7264,6519,5109,628,2636,1987,2161,1332,1127,241,
投资收益(万元),517,-5372,--,-52,10315,1490,455,33,48,483,323,0,0,--,--,
营业外收支净额(万元),4143,-232,-404,201,2080,997,793,874,625,622,591,509,171,62,0,
利润总额(万元),4704,-1664,-43704,4835,24916,8260,7311,5983,1253,3259,2578,2670,1503,1189,241,
净利润(万元),2094,-2013,-42936,4211,22061,6887,5865,4954,797,2796,2116,2264,1266,1008,203,
净利润(扣除非经常性损益后)(万元),-5167,362,-44113,3161,9865,6002,5092,4141,937,2100,2006,1828,1117,954,204,
经营活动产生的现金流量净额(万元),-16615,19573,2161,18655,-2819,-11418,7441,5193,5790,-7673,-575,1762,-723,878,114,
现金及现金等价物净增加额(万元),-7389,14688,-12195,-16162,33989,6768,-849,-4176,6891,-2589,1870,1551,1290,-107,227,
总资产(万元),161980,190322,263399,272498,312388,152826,86913,71689,65868,60878,45697,17642,9034,4599,3090,
流动资产(万元),102512,108794,172175,147850,159898,90165,55495,46314,38461,39427,36010,11725,7329,3267,2619,
总负债(万元),48890,82033,165821,131716,161458,77412,39720,28747,27504,22746,10082,9700,3356,2866,2365,
流动负债(万元),43728,75144,162073,113013,132001,64956,37351,26204,25353,20755,9132,8635,2870,2604,1795,
股东权益不含少数股东权益(万元),97084,94833,97129,140028,149326,74233,46352,42359,37780,37471,35614,7942,5678,1733,725,
净资产收益率加权(%),2.18,-2.09,-36.21,3.1,16.78,11.49,13.27,12.36,2.13,7.43,6.98,33.25,42.44,82.03,32.64,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
