报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.31,0.05,0.03,0.05,-0.17,0.15,0.25,0.31,0.67,0.36,0.31,0.23,0.34,
每股净资产(元),--,--,--,--,--,--,--,--,3.34,2.91,1.68,1.37,1.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.26,-0.35,0.45,0.23,0.2,
主营业务收入(万元),182780,186926,183061,131139,134384,203883,195247,174436,193662,137911,107185,87903,90032,
主营业务利润(万元),10835,32862,31440,18895,9545,37130,44691,35986,54146,28285,19779,20453,23412,
营业利润(万元),-29274,7660,6726,-2229,-18358,8861,14505,15680,34814,17605,12113,10685,15199,
投资收益(万元),366,1046,2879,580,1024,1111,1042,505,-852,415,404,154,169,
营业外收支净额(万元),-530,-17,-794,8353,3087,787,-116,364,145,34,1430,129,--,
利润总额(万元),-29804,7643,5932,6123,-15271,9647,14390,16045,34959,17639,13543,10814,15173,
净利润(万元),-28842,4628,3142,4712,-15983,6512,10843,13166,28691,15144,11804,8930,13129,
净利润(扣除非经常性损益后)(万元),-32803,2621,2422,-3553,-19070,5781,10902,12853,28574,15121,10580,8831,13085,
经营活动产生的现金流量净额(万元),11129,21313,-18969,10956,18078,9210,13644,18467,11327,-14790,17313,8934,7735,
现金及现金等价物净增加额(万元),10599,-6898,-9138,740,9447,3411,5613,2621,-21694,24132,-2024,2659,3695,
总资产(万元),368882,400480,359767,331230,312547,316512,299397,279290,244768,219639,142540,132476,121707,
流动资产(万元),179982,208961,161853,140778,127755,148976,141587,131012,136297,137240,64468,58720,60090,
总负债(万元),199743,200421,163109,136117,121979,109851,157123,139665,101925,94840,77796,79781,77665,
流动负债(万元),137534,153900,152305,124931,82087,85607,126157,111408,91437,75264,61943,66592,64516,
股东权益不含少数股东权益(万元),168481,199251,196337,194894,190569,206661,142274,139625,142843,124799,64743,52695,44042,
净资产收益率加权(%),-15.7,2.34,1.61,2.44,-8.05,4.22,7.77,9.42,21.58,13.84,20.14,18.41,41.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
