报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.75,0.92,0.66,0.93,0.92,0.84,0.81,--,--,
每股净资产(元),--,--,--,--,3.7,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,1.57,1.67,1.52,--,--,
主营业务收入(万元),1526376,1273071,1133038,1077696,1048558,983033,897535,781175,678518,
主营业务利润(万元),328201,271536,239691,228115,225932,212605,189042,161755,135138,
营业利润(万元),60694,51304,41410,34198,34658,36279,32612,31635,20141,
投资收益(万元),2902,752,468,-106,-76,-29,-141,5324,-57,
营业外收支净额(万元),-76,-110,-456,2063,2607,1763,1509,4147,2574,
利润总额(万元),60617,51194,40954,36261,37265,38042,34122,35782,22714,
净利润(万元),45755,42992,31074,25125,24726,22780,21904,24542,15609,
净利润(扣除非经常性损益后)(万元),43743,38180,30077,23645,22784,21670,20805,17266,13687,
经营活动产生的现金流量净额(万元),67281,61349,78103,76048,42452,45121,41056,57536,10065,
现金及现金等价物净增加额(万元),-53291,-69514,10253,156394,1828,13198,-5411,69850,1947,
总资产(万元),850502,715525,627258,600554,449820,435289,413859,356673,380413,
流动资产(万元),451362,409620,448571,450913,301781,283531,266058,236896,269313,
总负债(万元),543450,434773,379018,367386,349654,342566,328087,288223,334363,
流动负债(万元),535986,426064,372624,361672,345216,338412,324063,284884,318744,
股东权益不含少数股东权益(万元),291739,272181,247875,233042,100025,92572,80794,63890,41847,
净资产收益率加权(%),16.35,16.63,13.07,23.16,25.39,26.56,30.63,63.51,29.21,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
