报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.93,0.71,0.86,0.91,0.68,1.37,1.43,1.2,1.28,
每股净资产(元),--,--,--,--,--,--,7.11,6.01,4.83,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,1.01,1.76,1.93,
主营业务收入(万元),308725,255264,211960,130976,114909,120589,112099,120899,130484,
主营业务利润(万元),70477,59359,49114,35053,26251,24701,23065,21647,20045,
营业利润(万元),27846,23998,20302,16888,12765,9381,9235,7955,8197,
投资收益(万元),289,-1038,-22,527,465,55,673,705,1435,
营业外收支净额(万元),259,-102,-39,863,668,676,977,540,584,
利润总额(万元),28105,23896,20263,17751,13432,10057,10212,8496,8781,
净利润(万元),24228,18839,15950,14484,10720,8234,8595,7199,7501,
净利润(扣除非经常性损益后)(万元),20685,18199,12238,13589,9192,8695,6893,6878,6062,
经营活动产生的现金流量净额(万元),37140,29440,7209,14482,14647,15260,6069,10567,11553,
现金及现金等价物净增加额(万元),5370,5636,306,16698,13793,1659,6958,-2473,6350,
总资产(万元),505530,353618,296419,247880,131561,91634,92165,77077,83012,
流动资产(万元),347648,236065,196123,156208,95390,58364,58865,44537,52604,
总负债(万元),343231,177085,134220,115934,44362,43293,49529,41016,54042,
流动负债(万元),307165,170589,131355,112690,37638,38887,32766,40415,53376,
股东权益不含少数股东权益(万元),160666,172287,158981,129473,86420,47915,42308,35903,28831,
净资产收益率加权(%),14.53,11.47,10.44,15.84,13.34,18.41,22.08,22.28,30.72,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
