报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.41,1.28,0.23,0.24,0.6,0.74,0.7,0.62,1.55,1.21,0.28,0.13,0.74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,4.38,7.78,8.9,7.72,6.51,6.75,3.01,2.67,2.34,2.17,1.98,1.82,3.14,3.15,3.34,3.4,3.32,3.26,4,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.91,-0.98,2.41,-1.5,-1.19,-3.43,0.58,-1.13,0.28,1.97,0.52,0.47,0.36,-0.5,--,--,--,--,--,--,--,
主营业务收入(万元),607790,665565,589349,632269,551876,622624,622457,418532,370592,391935,175174,179685,226254,140895,136735,88664,65030,106076,65955,87678,71908,68047,58660,45099,28619,28281,28631,8427,6638,
主营业务利润(万元),109366,106722,104948,89525,89004,114508,128700,93811,98306,94189,47068,43426,65518,34190,29031,16567,13590,16243,13486,13404,11588,11237,4724,3794,2978,5586,8370,0,0,
营业利润(万元),40151,121984,30119,28323,56606,66402,56027,66731,71713,43082,11848,4673,32370,13443,12101,5312,4003,3531,-12053,3100,2356,2117,4767,4270,3573,5977,4374,1809,1016,
投资收益(万元),-338,124952,3133,37999,20147,19587,-21,100,2188,1,1386,2290,93,1595,-75,458,14,251,-2192,430,323,1670,1737,992,1073,1200,1164,0,0,
营业外收支净额(万元),680,547,-4132,1300,3960,1937,18073,1057,603,514,3028,-14,-123,243,113,165,113,65,65,-687,-9,150,0,0,0,0,--,--,--,
利润总额(万元),40831,122532,25987,29623,60566,68338,74100,67789,72316,43596,14876,4659,32247,15286,12139,5935,4130,3847,-14180,2843,2670,3937,6342,5510,5145,7118,5550,2752,1389,
净利润(万元),28623,85661,15059,16139,40122,49250,46706,41443,51733,26928,6287,2870,15039,6981,4591,3811,2844,2651,-13767,1646,1675,2861,5170,4309,4031,5813,4354,2516,1304,
净利润(扣除非经常性损益后)(万元),28995,-15035,-38396,-36765,9370,10450,31560,13652,31608,23938,563,614,14369,5259,4671,3668,2949,2586,-13832,1646,1675,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),35891,128106,256252,233741,53904,-267523,-137009,-72437,-63816,-21745,53559,-33373,-26453,-47844,8033,-15702,3849,27515,7283,6574,5032,-14134,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),18569,18579,12036,54490,62522,-50532,-15365,50137,-26449,20087,33428,-22126,59086,-3221,-1437,13016,-8436,6981,-5476,8737,-72,-5535,--,--,--,--,--,--,--,
总资产(万元),1650169,1323565,1911410,2173319,2288102,2006838,1771805,1442614,1108518,794236,644644,476316,398653,217595,147573,133193,80376,82706,95149,124192,115817,119463,108896,95525,77930,66058,34936,16511,13157,
流动资产(万元),591532,521232,1110132,1244233,1364162,1445832,1271939,974508,780773,627121,523168,395958,336921,179215,115380,100881,48890,51652,62525,84638,74637,74875,64463,57989,41244,30325,21944,7635,5001,
总负债(万元),849954,835036,1451553,1700536,1818567,1591362,1360528,1039058,768536,558006,436918,301933,223333,160396,98819,92079,46601,52508,67097,76520,68642,69347,59163,53047,36672,27266,24439,0,0,
流动负债(万元),413900,344747,961267,955616,1102450,994838,817412,732593,567561,430159,394545,259930,216464,116151,96604,89199,39722,45629,59218,69671,65807,66292,56121,48617,32226,22047,23939,7852,4093,
股东权益不含少数股东权益(万元),798364,484203,417844,408260,395769,350733,324156,292005,259556,197786,171662,144656,149999,41972,37157,32568,30265,27536,25381,43698,43883,46500,47317,39323,38615,36382,9035,8660,8881,
净资产收益率加权(%),5.57,18.77,3.64,4.02,10.9,14.56,15.04,15.05,23.22,14.58,3.7,1.95,19.86,17.74,12.62,11.85,9.37,10,-40.98,3.79,--,6.3,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
