报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.55,0.33,0.49,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,
主营业务收入(万元),393742,254523,266978,251989,579703,292892,196346,151355,
主营业务利润(万元),187120,112158,131722,130986,360092,166202,85841,61821,
营业利润(万元),187120,112158,131722,130986,360092,166202,85841,61821,
投资收益(万元),83091,79744,72565,32301,53982,31426,29315,21133,
营业外收支净额(万元),-636,-597,-392,1068,1137,-318,127,-7363,
利润总额(万元),186484,111561,131329,132055,361229,165884,85968,54458,
净利润(万元),143153,84513,101912,104110,272166,126125,65400,40401,
净利润(扣除非经常性损益后)(万元),142164,81442,93587,--,--,--,--,--,
经营活动产生的现金流量净额(万元),130757,-301251,14541,--,--,--,81059,-45607,
现金及现金等价物净增加额(万元),466090,-67949,-552068,--,--,--,-68773,-136203,
总资产(万元),6782740,4678089,5051676,4540651,5385410,3341731,1913303,1723222,
流动资产(万元),--,--,--,--,--,--,--,--,
总负债(万元),4813379,2838076,3769679,3353670,4281576,2523557,1208755,1087175,
流动负债(万元),--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1964939,1835587,1275733,1186981,1103833,818175,698267,636047,
净资产收益率加权(%),7.53,4.81,8.26,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
