报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.4,1.08,0.87,1.07,0.77,0.88,0.67,0.61,
每股净资产(元),--,--,--,6.72,--,--,4.03,3.35,
每股经营活动产生的现金流量净额(元),--,--,--,1.5,0.25,-0.16,0.47,0.39,
主营业务收入(万元),58361,41360,30091,29625,24411,27058,18041,16275,
主营业务利润(万元),16883,15544,12555,12638,10641,10472,8090,7180,
营业利润(万元),4172,8851,6319,6452,4384,5420,4105,3681,
投资收益(万元),210,954,272,-19,-1,90,-15,0,
营业外收支净额(万元),470,386,377,425,342,233,224,163,
利润总额(万元),4642,9237,6696,6877,4726,5653,4329,3844,
净利润(万元),4065,8008,5751,5927,4233,4846,3686,3304,
净利润(扣除非经常性损益后)(万元),6358,6239,4946,5565,3942,4649,3403,3157,
经营活动产生的现金流量净额(万元),4635,-1578,5673,8302,1393,-867,2619,2158,
现金及现金等价物净增加额(万元),3342,9897,11612,8041,63,-1803,1856,5547,
总资产(万元),107448,92246,79339,44738,38642,34923,28053,24461,
流动资产(万元),88529,83019,74480,41784,35568,32889,27084,23882,
总负债(万元),26714,16853,8137,7590,7424,7937,5914,5507,
流动负债(万元),26533,16853,8126,7529,7400,7912,5914,5480,
股东权益不含少数股东权益(万元),77348,74565,71105,37148,31219,26986,22140,18954,
净资产收益率加权(%),5.37,10.45,10.18,17.34,14.54,19.73,17.72,20.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
