报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.08,-0.2,0.05,-0.25,0.01,0.04,-0.2,0.31,0.62,0.46,0.32,0.26,
每股净资产(元),--,--,--,--,--,--,--,--,2.3,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.31,0.67,0.6,0.78,
主营业务收入(万元),79473,24179,62021,32264,76335,83279,66551,76045,91435,69194,45360,37017,
主营业务利润(万元),23454,-2047,2313,-1923,9628,9762,794,11951,14073,11091,7874,6933,
营业利润(万元),4352,-11717,5768,-11554,675,1321,-8675,5106,9808,7454,5071,4214,
投资收益(万元),29,82,14782,499,--,--,--,-3,--,4,25,103,
营业外收支净额(万元),2865,-20,-616,-1152,-99,256,94,243,-60,-6,66,-33,
利润总额(万元),7217,-11737,5152,-12705,576,1577,-8581,5349,9748,7448,5137,4181,
净利润(万元),3795,-9795,2326,-9605,286,1295,-6282,4487,7243,5300,3769,3072,
净利润(扣除非经常性损益后)(万元),-17462,-10585,-8218,-9114,366,1066,-6388,4208,7288,5301,3698,3051,
经营活动产生的现金流量净额(万元),2205,53,-18003,-31486,17436,9262,-10015,-42856,-3560,7845,7040,9047,
现金及现金等价物净增加额(万元),5416,36806,-3789,-2434,8819,-3710,-21960,16570,6157,1569,1978,-3954,
总资产(万元),370496,380877,314503,379742,256456,195786,165915,178065,113006,93735,73759,63724,
流动资产(万元),86193,68803,31063,163818,131217,130271,114362,148649,87866,70084,52095,42094,
总负债(万元),155311,169370,93398,130654,170103,132123,103375,108048,82650,68428,51678,45568,
流动负债(万元),52577,70370,93398,115303,154296,107211,72401,83035,82422,68428,51678,45568,
股东权益不含少数股东权益(万元),214461,210641,220363,223475,60364,60171,58877,66405,26782,21869,19228,15375,
净资产收益率加权(%),1.79,-4.55,1.03,-7.53,0.47,2.17,-10.03,8.03,31.01,26.55,21.84,19.28,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
