报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),1.47,0.93,1.81,0.86,0.31,0.55,0.13,-0.11,1.27,2.05,0.49,0.51,0.38,
每股净资产(元),--,--,--,--,--,--,--,--,6.55,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.49,--,--,--,--,
主营业务收入(万元),3289746,2198761,1636228,1153053,594703,368017,228046,170833,201799,165226,76497,61677,22269,
主营业务利润(万元),932967,477474,512881,305912,120142,61849,27790,22155,47336,57016,17904,11825,6715,
营业利润(万元),629783,286945,399561,176634,56863,29260,7287,-11072,29421,48694,9873,9715,7398,
投资收益(万元),23998,79376,58161,5091,61,195,-29,4569,1664,3174,324,2765,2180,
营业外收支净额(万元),-5090,-202,2208,2635,2394,2663,2012,3554,3563,2817,441,421,1506,
利润总额(万元),624693,286743,401769,179270,59257,31923,9298,-7518,32985,51512,10315,10136,8904,
净利润(万元),527955,255796,356453,154724,52033,29355,7093,-5467,28411,43999,10212,10092,7526,
净利润(扣除非经常性损益后)(万元),509362,234355,346458,150338,52744,26889,4102,-12214,25349,40270,5713,8795,--,
经营活动产生的现金流量净额(万元),815824,117327,124191,53576,36456,36750,5714,-7671,-11061,77516,8888,-2228,5731,
现金及现金等价物净增加额(万元),989524,-169056,217075,342128,91848,38959,-54374,81349,-39987,45668,8615,-1594,3868,
总资产(万元),5930397,3965924,3288370,1917240,1020871,644934,468772,472809,317044,214836,132640,86971,23399,
流动资产(万元),3736652,2290089,1892740,1204200,643949,334117,215890,261374,125305,101093,66183,49961,10592,
总负债(万元),3100916,2283448,1863956,907879,455499,318678,169525,180856,167581,94443,70559,44247,4935,
流动负债(万元),2461984,1487848,1234012,645137,378130,254999,120058,141548,104589,57127,48959,44247,4935,
股东权益不含少数股东权益(万元),2762879,1645159,1419536,1009255,563425,321829,296259,289166,146846,118065,58463,41958,17729,
净资产收益率加权(%),23.93,16.71,30.14,21.77,11.81,9.48,2.42,-2.13,21.44,51.36,19.54,30.84,83.77,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
