报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.85,0.72,1.09,0.82,0.71,2.03,2.03,1.83,1.66,1.38,0.62,
每股净资产(元),--,--,--,--,--,15,8.68,7.3,5.47,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,2.02,1.85,1.42,0.85,0.3,0.13,
主营业务收入(万元),100879,93342,86769,75869,56733,48647,46440,41363,35806,23119,17565,
主营业务利润(万元),63580,59418,54449,46402,32623,26639,25446,22565,18764,11403,7378,
营业利润(万元),30332,26873,22946,15392,11394,9461,9185,8228,7914,6077,1837,
投资收益(万元),184,513,1278,278,198,64,--,--,--,1763,--,
营业外收支净额(万元),637,685,1330,2719,2295,2010,1406,1342,899,702,295,
利润总额(万元),30968,27558,24276,18111,13689,11471,10591,9569,8813,6779,2132,
净利润(万元),23189,19773,16739,12514,10828,10136,9361,8422,7631,6039,1871,
净利润(扣除非经常性损益后)(万元),22064,18538,14436,11083,10013,9047,8723,7892,6843,3745,1619,
经营活动产生的现金流量净额(万元),29110,23630,23096,21374,15198,12417,8488,6542,3908,1360,386,
现金及现金等价物净增加额(万元),7818,1186,1115,8316,-37579,50065,1106,2155,2446,4524,-739,
总资产(万元),206232,198893,185101,185835,176694,104674,54601,49282,38586,23237,17008,
流动资产(万元),96898,88183,74096,74304,72584,84914,37405,33330,27398,17708,9968,
总负债(万元),32753,42661,43667,48230,48099,12692,14694,15699,13425,5708,7263,
流动负债(万元),26733,36442,36900,32418,23763,8105,10945,12735,12470,5116,6654,
股东权益不含少数股东权益(万元),152488,138115,123621,109240,99743,91982,39908,33583,25161,17530,9320,
净资产收益率加权(%),16.07,15.07,14.44,12.01,11.36,18.28,24.46,28.67,35.75,49.27,22.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
