报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),-0.1,-0.65,0.21,0.18,0.32,0.27,0.27,0.27,0.18,0.19,0.08,-0.45,0.02,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,2.14,--,--,--,--,4.36,3.39,2.66,2.55,4.19,4.01,3.97,3.94,4.78,4.49,4.45,1.2,1.32,1.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.01,0.04,0.41,-0.03,0.66,0.62,-0.5,0.09,0.09,0.25,-0.07,0.19,0,--,
主营业务收入(万元),33260,24904,26995,25327,25175,33764,35703,37527,35094,33898,31532,33275,56827,50498,35037,74128,63815,47687,45332,47936,51713,37017,
主营业务利润(万元),18051,14653,15687,15747,15935,24347,22867,24142,22157,22360,19240,19315,23975,21367,19041,36246,30229,31277,30438,33573,40957,30012,
营业利润(万元),-9453,-51589,21430,13140,13811,10959,9063,10005,5579,5949,1829,-15229,2333,-545,-1618,11848,6801,4660,4115,2634,4896,6576,
投资收益(万元),-7823,-13126,25309,24859,25098,9044,9433,10585,5837,6505,5726,4370,3511,842,5252,-912,834,107,1359,971,337,--,
营业外收支净额(万元),637,250,348,529,144,158,263,129,669,-524,256,-261,1062,6585,1726,655,1471,-65,-34,0,0,-348,
利润总额(万元),-8816,-51339,21778,13669,13955,11117,9326,10134,6248,5425,2085,-15490,3395,7144,7146,13225,9734,5681,5960,5086,6475,6376,
净利润(万元),-7779,-50604,16043,13720,9930,8487,8298,8315,5560,5800,2652,-14007,511,4013,3116,3108,5702,5118,5464,5062,5972,5123,
净利润(扣除非经常性损益后)(万元),-5213,-54920,2070,-3367,-6240,2963,1891,45,2733,1971,-192,-17984,-1006,-880,-708,695,2914,4504,3644,0,0,--,
经营活动产生的现金流量净额(万元),9906,1247,-1141,4031,2297,-2868,-24436,2001,-269,1282,12781,-1033,15862,14852,-11893,2075,1894,5079,-1303,2878,0,--,
现金及现金等价物净增加额(万元),-3878,-3191,11355,-15177,18079,3788,-2912,1051,-4017,-9600,9315,-10157,3292,1389,-16823,-13372,5835,-9658,42591,2051,0,--,
总资产(万元),141580,143375,226060,246514,268804,277003,179300,185454,169435,131544,112552,168787,167537,172809,188204,150602,160470,133932,117475,44811,44811,36787,
流动资产(万元),37580,33982,39612,28353,49414,37659,32766,29973,26101,30643,41382,104509,90035,98283,104386,101619,122235,0,0,0,0,25475,
总负债(万元),62365,45068,51408,69506,72668,55253,33364,32863,28220,20696,20395,71112,52808,63071,80495,45453,58636,42186,27443,26742,24697,19534,
流动负债(万元),37453,41624,42388,45372,59333,36561,27440,23739,20182,17405,20168,40265,38873,51870,57495,42453,58636,0,0,0,0,14334,
股东权益不含少数股东权益(万元),75259,90323,163419,166600,183403,208510,132441,147052,136161,105887,82956,79461,100560,96316,95278,94563,95655,89875,88956,18016,19732,17000,
净资产收益率加权(%),-8.98,-39.62,9.72,7.84,5.06,4.98,5.94,5.87,4.6,6.63,3.25,-16.18,0.54,4.21,3.3,3.29,6.01,5.69,9.85,22.74,30.27,29.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
