报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.17,0.15,0.08,0.39,0.21,-3,-0.91,0.14,0.24,0.19,0.17,0.26,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.4,2.21,2.06,1.97,1.77,2.12,2.01,1.95,1.82,1.79,1.89,1.91,2.87,2.31,2.11,2.47,2.3,2.25,2.29,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.45,0.97,0.42,0.39,0.43,0.48,0.6,0.61,0.5,0.14,0.29,0.29,0.25,0.02,--,--,--,--,--,--,
主营业务收入(万元),222320,217034,205891,190560,165492,153981,146270,145015,209502,177910,93743,85863,66044,48350,47316,42331,33125,27091,25185,28469,26579,18561,13025,13186,9811,4027,2684,--,
主营业务利润(万元),51993,48207,50255,49288,44540,39216,29832,41374,45781,42147,25298,27951,21890,15628,16505,15613,10046,7318,7267,8107,7660,5686,2415,2274,1988,844,882,--,
营业利润(万元),15247,13027,18037,19348,9360,-164114,-63129,-737,8798,9438,7048,10794,7470,6368,6039,4364,1877,-177,1270,4413,3797,2597,2690,2271,2002,0,882,--,
投资收益(万元),2527,6874,1317,769,255,85757,287,162,3911,180,270,192,107,513,-366,103,55,-115,163,-4,20,918,773,496,233,978,1178,--,
营业外收支净额(万元),-1206,-271,-9397,6332,8980,-26891,1413,3037,2490,553,2006,93,--,-434,-424,-170,-493,637,97,258,-183,0,0,0,0,9,0,--,
利润总额(万元),14040,12757,8640,25679,18340,-191006,-61716,2300,11288,9991,9054,10887,8653,6822,5544,4497,1571,621,3502,4860,4148,4424,3463,2893,2217,1844,2064,--,
净利润(万元),8923,8089,4286,21147,11552,-113931,-29859,4588,7961,6267,5678,8547,6231,5263,4006,3169,740,55,2803,3713,2912,3073,2802,2132,1817,1626,2064,--,
净利润(扣除非经常性损益后)(万元),5599,2794,12050,7196,3008,-166206,-30745,2431,4001,5909,5288,9090,6506,4451,4208,3168,1225,-479,2292,3288,3092,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),28151,16772,23694,34585,14911,4394,16727,905,47361,31646,13645,12691,13950,11985,14849,15256,12401,3478,7253,7215,3823,258,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-7356,9289,-9,8248,-71975,75486,-1225,-9729,-814,-5079,-34178,43716,7056,-4435,-3241,-1972,6252,-5070,5143,76,7643,739,--,--,--,--,--,--,
总资产(万元),378221,335058,298477,253972,241917,266171,304007,365615,376421,362238,333561,236926,128430,115970,122359,130192,126307,114718,111915,110330,103682,71074,61071,44258,37370,31482,20283,12572,
流动资产(万元),60924,61988,48695,45478,38060,111000,26502,44740,60624,48344,43780,88308,24784,16484,22904,27718,35671,--,--,38884,43621,34543,29229,19653,14785,9527,7958,2880,
总负债(万元),207641,178371,150631,120462,130749,167552,272049,266322,265518,258320,234939,141749,64992,60061,69394,78717,76429,65903,60375,58521,55915,39858,32648,23666,19779,14485,5480,4788,
流动负债(万元),123307,124872,89892,86791,69981,99349,183804,171370,143063,117612,61651,57254,45021,31971,42847,55522,51949,--,--,46464,43925,27929,23499,15661,12333,5721,1688,1405,
股东权益不含少数股东权益(万元),148257,135671,127469,122143,101017,89466,45530,77030,78209,72247,67362,64421,57720,52760,50135,48612,45429,44633,46472,47713,44779,30139,27432,18927,16071,15658,14803,7783,
净资产收益率加权(%),6.18,6.15,3.44,18.95,12.13,-406.45,-47.66,5.77,10.58,8.89,8.43,14.06,11.27,10.22,7.91,6.74,1.64,0.12,6.11,7.98,0,10.68,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
