报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.39,0.3,0.23,0.16,0.06,0.42,1.07,1.08,1.05,0.63,0.54,
每股净资产(元),--,--,--,--,--,7.43,7.04,6.15,4.91,4.05,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.01,0.47,0.48,1.09,1.23,--,
主营业务收入(万元),146672,134152,121598,114001,102012,105319,105927,99501,95879,71911,56648,
主营业务利润(万元),121301,111012,99648,93216,81344,84158,84850,80861,77467,55985,43727,
营业利润(万元),14263,11541,9915,3539,-1883,5385,10484,9628,10534,4664,3051,
投资收益(万元),1064,1530,875,598,265,-185,55,-363,-24,-59,-564,
营业外收支净额(万元),9,-225,-347,2404,3690,2924,2756,3246,2094,1341,1422,
利润总额(万元),14273,11316,9568,5943,1808,8309,13240,12874,12628,6005,4473,
净利润(万元),10336,7924,6110,4108,1166,6325,9592,9757,9448,5037,3794,
净利润(扣除非经常性损益后)(万元),8908,6338,5062,3501,247,5744,9049,9014,8887,4518,249,
经营活动产生的现金流量净额(万元),23865,12835,22524,10235,12575,-89,4205,4326,9774,10862,3393,
现金及现金等价物净增加额(万元),-27796,45910,-1048,-19595,-24957,42545,1994,2792,-253,8456,-4494,
总资产(万元),226980,242963,197868,178221,155071,147581,100563,91299,78625,74533,65344,
流动资产(万元),121633,137573,105069,97832,100683,125019,77888,68046,56674,49659,41749,
总负债(万元),85888,109419,74191,60516,41777,32906,37589,36356,34406,38507,53959,
流动负债(万元),85135,109376,73829,60233,41723,32786,37331,36120,31260,27878,53953,
股东权益不含少数股东权益(万元),140193,132038,122184,116811,112794,114670,63330,55360,44220,35697,11379,
净资产收益率加权(%),7.61,6.37,5.13,3.5,1.03,5.73,16.16,19.6,23.62,21.52,12.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
