报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.69,0.08,0.23,0.52,0.52,0.08,-0.07,0.19,0.28,0.22,0.24,0.15,0.51,--,0.38,0.35,
每股净资产(元),--,--,--,--,--,--,--,2.38,2.4,3.41,1.86,1.68,4.62,2.19,1.75,1.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.73,-0.34,-0.99,0.59,-0.49,0.29,0.59,-0.35,
主营业务收入(万元),2451777,2211298,2061492,1892014,1641627,1648355,1558249,1362674,1069009,742727,445853,269637,163114,111731,106698,66318,
主营业务利润(万元),381956,223210,237131,259366,152054,95309,83456,78927,71011,50741,32373,18881,14038,12031,10118,6114,
营业利润(万元),183030,25782,61070,99946,28119,2389,-4249,6065,17607,8961,6424,5153,4491,3882,2681,2661,
投资收益(万元),64880,-1112,1652,5907,4742,11450,592,842,600,365,1,-143,0,-12,-11,-1,
营业外收支净额(万元),-12597,-5463,-2221,7171,8688,4277,3250,4635,1965,663,1296,202,--,100,-20,-4,
利润总额(万元),170433,20319,58849,107117,36806,6666,-999,10700,19572,9624,7720,5355,4752,3982,2661,2657,
净利润(万元),164705,19342,52575,104596,31143,4111,-2994,8033,11909,5804,5373,3316,3165,2887,2120,1961,
净利润(扣除非经常性损益后)(万元),104384,22276,52526,97266,18694,-12221,-6157,3134,10184,5283,4321,3275,2973,--,--,--,
经营活动产生的现金流量净额(万元),392361,133073,91179,169095,73497,59396,-5728,25992,31545,-9214,-22272,13316,-3675,1633,3306,-1947,
现金及现金等价物净增加额(万元),136569,-17030,-80091,80611,103238,-4996,-17328,-5935,13239,27335,-8835,3865,11081,831,2622,368,
总资产(万元),3083245,2132563,1661574,1225895,976352,731196,598375,446680,319764,282421,182195,92804,79638,44182,37137,26143,
流动资产(万元),1074721,698754,574039,519038,409043,252358,248964,219459,185634,173354,102639,54849,58572,32344,28237,22361,
总负债(万元),2085785,1450619,991405,603983,621178,489061,448647,310939,188443,160579,117121,48199,40244,27781,22835,16464,
流动负债(万元),1624296,977743,714587,456533,387827,294345,305821,270972,157280,129553,77489,43785,39023,26582,22200,15832,
股东权益不含少数股东权益(万元),939327,647857,631573,580909,313124,201009,97311,102749,103640,91917,42046,38028,34803,12319,9853,7678,
净资产收益率加权(%),21.56,3.03,8.63,28.58,13.7,2.88,-2.99,7.32,12.17,7.46,13.42,9.1,15.54,25.56,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
