报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.9,0.81,0.59,1.39,1.34,1.09,0.98,0.88,0.83,0.67,0.4,
每股净资产(元),--,--,--,--,6.98,5.64,4.93,4.09,3.22,2.38,1.71,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.76,1.94,0.71,0.83,0.9,0.41,-0.03,
主营业务收入(万元),70619,60046,38011,29290,24944,22828,17362,13267,11820,8672,5440,
主营业务利润(万元),33690,28186,21227,16297,13470,11371,9777,8075,6523,4699,2982,
营业利润(万元),13601,12314,8860,6038,5014,4171,3730,3553,3501,2853,1565,
投资收益(万元),79,242,370,--,--,--,--,--,5,25,5,
营业外收支净额(万元),17,-61,306,1038,1288,1005,898,646,513,185,112,
利润总额(万元),13618,12253,9166,7076,6302,5176,4628,4199,4014,3037,1677,
净利润(万元),12172,10784,7951,6041,5347,4354,3923,3515,3338,2682,1587,
净利润(扣除非经常性损益后)(万元),11605,10174,6759,5698,4740,3885,3595,3359,3131,2585,1368,
经营活动产生的现金流量净额(万元),8685,959,5281,4490,3058,7752,2837,3335,3584,1641,-139,
现金及现金等价物净增加额(万元),7952,-10689,4498,28483,3155,3414,2602,2082,2535,2295,-516,
总资产(万元),111274,109167,94279,71761,39138,33189,26783,22708,19852,14686,8801,
流动资产(万元),94677,97867,88331,67198,34888,28962,25077,20776,17935,13682,8093,
总负债(万元),25530,35535,30696,14030,11236,10634,7082,6329,6988,5191,1916,
流动负债(万元),24803,34736,30135,13318,10889,10327,6312,5719,6535,5191,1916,
股东权益不含少数股东权益(万元),85398,73632,63583,57731,27902,22555,19701,16379,12864,9504,6822,
净资产收益率加权(%),15.22,15.74,12.77,16.39,21.19,20.85,22.11,24.04,29.81,32.85,26.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
