报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.9,0.75,0.67,0.53,0.28,0.51,0.67,0.75,
每股净资产(元),7.69,6.79,6.34,5.49,--,--,--,--,
每股经营活动产生的现金流量净额(元),-2.27,-2.85,-1.32,-1.29,0.65,-0.67,0.56,0.29,
主营业务收入(万元),76741,67008,62242,47711,37152,48949,57029,63569,
主营业务利润(万元),14942,12253,11087,9102,6705,9068,10098,10926,
营业利润(万元),6578,5458,4589,3036,1589,3209,4174,4974,
投资收益(万元),--,3,--,-3,1,--,--,--,
营业外收支净额(万元),-18,56,93,538,209,292,402,159,
利润总额(万元),6560,5514,4682,3574,1798,3501,4577,5133,
净利润(万元),5932,4943,4126,3173,1654,3088,4030,4501,
净利润(扣除非经常性损益后)(万元),5529,4567,3898,2717,1475,2822,3690,4366,
经营活动产生的现金流量净额(万元),-15013,-18841,-8723,-7743,3897,-4041,3033,1572,
现金及现金等价物净增加额(万元),1654,351,4045,2461,483,-6035,258,-6077,
总资产(万元),80229,73148,64096,54566,45948,42082,38971,32573,
流动资产(万元),60059,56783,48406,38765,30413,29870,30638,26846,
总负债(万元),29508,28359,22250,21572,15769,13558,13534,11167,
流动负债(万元),27823,26619,21055,20572,14714,12457,12433,11167,
股东权益不含少数股东权益(万元),50721,44789,41846,32995,30179,28524,25436,21406,
净资产收益率加权(%),12.42,11.41,11.39,10.1,5.64,11.45,17.21,23.5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
