报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.45,0.4,0.8,0.6,1.21,0.88,0.95,1.02,1.07,1.31,0.97,0.68,0.64,
每股净资产(元),--,--,--,--,--,5.64,5.43,7.02,10.09,19.97,2.92,2,1.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.73,0.76,0.63,1.11,1.21,1.23,0.96,0.18,
主营业务收入(万元),1225532,1151781,1376729,889229,521426,344916,313327,177155,102601,50047,31356,22088,20657,
主营业务利润(万元),372062,336859,393482,274016,206701,129212,108355,72774,45694,23551,14606,9210,8611,
营业利润(万元),170607,161704,312122,221261,168732,116192,104796,69215,40911,20923,12439,8104,7532,
投资收益(万元),23048,27221,45011,26384,21746,31780,25510,10994,4224,58,7,-10,-8,
营业外收支净额(万元),1801,1288,921,2238,774,1293,1996,602,484,-8,-0,693,0,
利润总额(万元),172408,162992,313043,223498,169506,117485,106792,69817,41395,20915,12438,8797,7619,
净利润(万元),138069,124452,250938,184576,136170,94081,83991,56246,34451,17696,10719,7482,7061,
净利润(扣除非经常性损益后)(万元),136810,127742,226902,181479,135514,92936,79921,55753,34072,18055,10714,6893,6980,
经营活动产生的现金流量净额(万元),332149,130493,251394,75183,135922,78139,67408,34894,36003,17751,13503,10537,1952,
现金及现金等价物净增加额(万元),-28094,13915,-145219,226193,292398,20484,27019,-42535,-30433,239826,9409,4089,1933,
总资产(万元),6738736,5669017,4563694,3180643,1838877,1053559,813273,526046,441180,317191,50741,28426,23743,
流动资产(万元),2134200,1867194,1516049,1541179,876054,462861,382864,279993,275820,281263,40083,21979,20323,
总负债(万元),4427575,3484357,2575603,1547236,427903,408538,300978,121271,102252,21697,16919,4942,7356,
流动负债(万元),2644664,2059047,1709001,1373914,326974,302324,260945,116278,98149,18979,15619,4942,7356,
股东权益不含少数股东权益(万元),2013490,1880910,1807257,1552108,1357438,607803,484144,388145,326386,293495,32120,21951,16119,
净资产收益率加权(%),7.33,6.69,14.99,12.8,16.35,17.26,19.35,15.95,11.18,8.72,39.99,38.75,56.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
