报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.6,0.95,0.57,0.59,0.56,0.72,0.62,0.42,0.07,0.29,0.3,0.15,0.38,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.58,2.66,2.49,4.3,5.7,4.1,4.51,4.55,4.49,4.41,4.37,4.23,3.98,5.04,2.92,3.38,2.4,2.06,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.44,-1.14,0.5,0.27,0.31,0.07,-0.24,0.68,0.16,-0.05,0.24,0.62,0.35,0.69,--,--,--,--,
主营业务收入(万元),1435528,1179972,829788,554460,203365,266829,207584,155897,68334,44679,219691,179469,230402,210514,267753,200961,36779,35563,28642,46881,83393,78514,99000,101976,94387,50466,
主营业务利润(万元),156743,182038,128962,100143,59770,87755,92807,70397,39088,29604,40031,21687,31444,32932,39862,26412,6298,8004,7081,7177,15583,14299,7583,-2018,5648,1852,
营业利润(万元),89489,98996,59201,54946,47975,63044,51021,39111,8004,21056,23288,3889,6359,-1013,3303,2697,119,3026,5322,8568,10875,9932,7673,-1930,5755,1945,
投资收益(万元),11285,11548,245,7043,23774,8440,4579,4089,-4209,6039,4901,3300,15399,8972,809,2489,701,414,1142,2601,1552,2686,-504,200,669,1445,
营业外收支净额(万元),478,223,219,1559,1025,314,-191,511,854,148,463,615,--,-548,-268,-109,-66,-26,-55,208,937,0,0,0,0,0,
利润总额(万元),89967,99219,59420,56505,49000,63358,50829,39622,8859,21204,23751,4504,6367,7411,3843,5078,788,3414,6410,11377,13364,15170,8115,7924,8112,6791,
净利润(万元),63003,68557,41227,42586,37558,47756,41201,28122,4941,19245,20053,4560,11641,8355,2515,4194,2278,3701,6413,9785,11351,12788,6366,7049,7067,6061,
净利润(扣除非经常性损益后)(万元),61172,63869,39543,41353,21449,43738,41846,27729,3490,13494,10553,1753,13259,2972,2783,4287,2654,4021,6253,9701,11181,--,--,--,--,--,
经营活动产生的现金流量净额(万元),69456,-2601,43062,-36933,16163,24809,104627,13186,-29350,-76271,33454,8380,9493,2077,-6431,18479,4203,-1219,6565,16658,9504,14405,--,--,--,--,
现金及现金等价物净增加额(万元),29790,18761,23278,-37462,61032,10634,-30025,36820,-20397,7738,-16164,29539,864,-15868,6859,-25545,-8024,-18983,48583,-22822,9150,29347,--,--,--,--,
总资产(万元),1135047,1030189,856550,692265,618236,404614,487348,499795,466380,381554,274910,204951,278488,248163,267803,271832,143009,146957,128640,126471,137813,132620,96080,70917,78152,50803,
流动资产(万元),732350,628606,471134,372561,299571,139391,282223,283749,243966,190386,84639,114479,106563,126398,170274,171655,78320,0,0,0,0,88073,76453,54374,59587,35970,
总负债(万元),563919,515658,409076,284056,250342,166672,287034,339798,289398,201064,105525,68215,96713,105449,127867,129793,17047,21528,10080,11751,28228,26288,48944,49870,53968,29941,
流动负债(万元),509500,411163,339061,236287,184458,103036,221395,204848,116963,63519,51067,68165,87997,104479,126147,127748,15877,0,0,0,0,26288,48944,49870,53968,29941,
股东权益不含少数股东权益(万元),517986,468548,419621,398314,360389,231438,195273,156202,172033,177497,166015,132750,176065,126575,122004,122944,121444,119166,118218,114508,107605,104901,46716,20947,24026,20610,
净资产收益率加权(%),12.87,15.13,10.17,11.24,14.34,22.56,23.67,17.14,2.84,11.19,13.03,2.95,7.24,6.62,2.04,3.43,1.85,3.09,5.45,8.71,10.99,24.5,--,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
