报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-1.89,0.2,0.5,0.48,0.23,0.16,0.12,0.06,0.08,0.04,0.17,0.06,0.05,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,2.05,1.99,1.91,1.87,3.5,3.44,4,3.94,3.83,3.62,3.17,2.74,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-1.53,0.53,1.15,1.05,0.7,0.5,-1.6,0.29,0,0,0,0,
主营业务收入(万元),1888251,1420950,946977,702543,241696,111544,90794,150847,130637,95592,71658,47684,65726,50694,54157,55551,49287,44339,38173,25634,
主营业务利润(万元),101878,139058,113441,90419,36529,12965,8310,10459,11952,3693,9870,6881,11879,10525,13821,11797,10692,9641,8104,6129,
营业利润(万元),-242849,43916,59601,47419,18338,7711,-2714,1401,-120,215,5081,-1303,3358,1785,4554,5168,6540,5802,4605,4756,
投资收益(万元),283,21397,261,2474,7418,2461,1710,391,719,1895,522,-530,-1661,0,177,0,0,9,0,6,
营业外收支净额(万元),-2122,-944,-627,-700,-1164,-644,12076,353,470,378,1442,--,--,25,96,-0,-11,0,0,0,
利润总额(万元),-244970,42972,58974,46719,17174,7067,9362,1754,350,593,6522,1731,3347,2042,4985,5300,6529,5837,4614,4753,
净利润(万元),-250918,26287,46271,41576,11715,5354,3918,2018,2613,1206,5800,1061,802,844,1568,2829,3367,3285,4920,3184,
净利润(扣除非经常性损益后)(万元),-261661,9765,42521,38964,8476,4347,-840,--,2492,966,2126,-1521,436,690,1370,2741,0,0,0,0,
经营活动产生的现金流量净额(万元),53333,668,-2524,70114,47613,628,-50820,7088,-51184,17933,38397,17594,11743,6967,-22417,4096,-2058,11218,5694,0,
现金及现金等价物净增加额(万元),6422,-10106,-26206,7117,100875,-29167,880,14033,-31038,21403,5358,12520,6063,-5105,2250,19163,-8986,6342,4493,0,
总资产(万元),827548,1031152,1064967,816362,888452,464135,412807,279650,240797,195930,146881,168885,177830,170887,172569,132671,69129,53591,44950,40570,
流动资产(万元),660511,607315,615048,517936,591213,373967,317086,214960,188992,155398,108873,134217,139144,110820,108864,76339,38680,33629,26482,25062,
总负债(万元),463317,405783,448909,391621,501981,385109,338788,212207,172984,127473,79132,104439,116378,111899,113517,75432,37652,26508,21893,24284,
流动负债(万元),440675,382635,416706,385764,496126,341276,290428,208981,169430,124257,76850,102694,116378,91899,91506,65432,37651,26493,21893,22691,
股东权益不含少数股东权益(万元),354633,613986,604432,422278,383083,76334,70980,68635,66617,64004,62798,58744,57688,55879,55040,53459,28054,24544,21259,16286,
净资产收益率加权(%),-51.94,4.31,8.55,10.32,6.49,7.27,5.59,2.98,4,1.9,9.6,1.8,1.39,1.52,2.89,6.29,12.84,14.34,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
