报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),1.37,1.56,1.48,1.84,1.77,2.02,1.74,1.87,1.48,1.2,0.75,0.7,0.5,--,0.31,0.24,0.29,0.32,--,--,
每股净资产(元),13.49,12.81,11.55,12.37,11.01,11.39,9.59,10.9,9.33,7.11,6.06,5.49,3.11,2.77,2.49,2.29,2.46,--,0.84,--,
每股经营活动产生的现金流量净额(元),5.14,-6.56,-6.85,13.09,0.15,1.45,9.07,13.85,11.54,4.66,-8.03,9.99,-6.13,9.02,-1.57,3.95,-2.35,--,--,--,
主营业务收入(万元),8473400,7222700,6638400,6402500,5884400,5488500,4521900,3977695,3354380,2447889,1712963,1761137,1426028,1007048,1379447,1082680,847882,622461,532992,372377,
主营业务利润(万元),2749700,2668800,2611700,2611900,2493400,2389100,2066000,1720114,1252351,802784,481126,403389,385577,257045,218427,181744,152849,127544,121460,59040,
营业利润(万元),2749700,2668800,2611700,2611900,2493400,2389100,2066000,1720114,1252351,802784,481126,403389,385577,257045,218427,181744,152849,127544,121460,59040,
投资收益(万元),123100,406800,-152700,71700,12200,58000,-11600,-1746,-2205,-1920,10130,294975,242577,224512,169265,132751,120874,88885,57630,36401,
营业外收支净额(万元),6600,9500,13600,12400,27100,11200,4500,5034,389,-1989,1632,-2735,-3497,-15922,-18154,-15676,-15329,-12420,-11817,-200,
利润总额(万元),2756300,2678300,2625300,2624300,2520500,2400300,2070500,1725148,1252740,800795,482759,400654,382079,241123,200273,166068,137520,115124,109643,58839,
净利润(万元),2190500,2085400,1981900,1967700,1888300,1798100,1550600,1279628,922193,598958,376023,307084,210119,145704,128868,101692,80159,70553,64026,38356,
净利润(扣除非经常性损益后)(万元),2185600,2080700,1973700,1959300,1869200,1791200,1547700,1272821,925458,599953,369809,306030,210233,158578,144647,111950,94582,--,--,--,
经营活动产生的现金流量净额(万元),7908200,-10093500,-8782800,13991200,160600,1288200,8073100,9484394,7902715,2327534,-4007136,4986663,-2572857,3789374,-658616,1660241,-823045,2207528,--,--,
现金及现金等价物净增加额(万元),2646300,-4398700,-14921400,-7156300,11074000,388100,7118200,1929807,4743509,1944214,-3329099,3921065,275003,2517162,-2625162,1285014,-337871,262786,--,--,
总资产(万元),302078900,268058000,250892700,235623500,202060400,185162800,167244700,148886006,124414118,104023044,84545643,73163719,59233827,44505342,35612842,30432574,24682879,17814649,13504967,9983324,
流动资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,23598908,21236592,17661270,12650428,10212516,7891482,
总负债(万元),275145200,246186500,233942900,220326200,190221600,174952900,158642800,141413744,118021106,100473456,81522225,70421583,57928265,43341063,34567541,29471674,23820171,17454513,13295383,9837766,
流动负债(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,28328376,23504990,20003851,15093975,12261080,9433542,
股东权益不含少数股东权益(万元),26758800,21714100,16805500,15218400,11767800,10145800,8542000,7469421,6390108,3549588,3023419,2742136,1305563,1164280,1045301,960899,862708,360137,209584,145558,
净资产收益率加权(%),10.61,12.67,13.54,15.75,17.18,19.31,19.3,18.5,17.44,18.25,13.04,18.23,17.12,13.26,12.83,11.16,15.53,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
