报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.27,0.5,0.69,0.58,0.4,0.2,0.24,0.11,0.73,1.56,0.69,0.03,-0.58,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,3.63,5.38,9.39,5.35,2.14,2.12,2.7,2.77,2.52,2.23,2.08,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-2.04,0.93,0.4,0.12,0.06,0.47,-0.17,1.39,0,0,
主营业务收入(万元),1588687,1430743,1259654,883691,680366,613275,624013,573243,510724,478311,319650,23153,43131,48259,42465,41617,36428,32423,
主营业务利润(万元),117675,141590,132500,97047,90137,79171,84396,59554,99171,93208,58212,-1956,-1588,2667,4382,5124,5645,5663,
营业利润(万元),44390,85746,79236,14661,7519,-1688,9395,-13947,44933,43496,23291,-8081,-5928,-1311,910,2372,2799,2833,
投资收益(万元),9418,8022,2779,1637,1068,3751,1393,-1731,1574,4316,44,--,--,-14,48,38,34,32,
营业外收支净额(万元),830,1185,-661,42995,29960,23068,14486,29320,6401,2239,577,8196,44,11,-4,132,76,0,
利润总额(万元),45219,86931,78575,57656,37479,21380,23881,15372,51334,45735,23868,115,-5884,187,954,2542,2908,2880,
净利润(万元),40229,75178,67738,47916,33593,16847,20027,9074,40697,37120,16124,250,-5811,63,588,1732,2109,1934,
净利润(扣除非经常性损益后)(万元),5137,31414,40720,25632,20110,2864,13386,-7654,39080,31359,15085,-7943,-5856,-948,591,0,0,0,
经营活动产生的现金流量净额(万元),189292,-48580,-132087,82521,9455,11714,23337,47234,-113044,25829,9370,1150,643,4674,-1657,8345,0,0,
现金及现金等价物净增加额(万元),23726,8342,89498,35521,-12723,8967,-7620,-43031,-45870,118152,-3285,1704,-3827,-948,-194,2069,0,0,
总资产(万元),1833588,1846232,1603115,1099883,939769,886096,791851,800884,748852,597305,404980,42372,42617,53325,57297,47394,41030,32491,
流动资产(万元),1135942,1193991,981798,614472,533961,504311,440189,481005,496708,422045,259508,13999,9902,16594,19956,17946,18709,16767,
总负债(万元),1165623,1116880,879120,676380,565180,539133,459914,489247,441198,333766,276961,20452,20812,25638,28892,31669,27070,19352,
流动负债(万元),1045599,1071455,849162,620253,509097,431904,368104,406862,359460,319445,260546,20194,19804,21347,19337,19718,19834,14908,
股东权益不含少数股东权益(万元),630074,692392,688308,398868,365719,339347,324187,302566,298674,260667,125828,21444,21194,27005,27742,15111,13378,12470,
净资产收益率加权(%),6.07,10.82,11.05,12.43,9.46,5.09,6.43,3.02,14.65,24.66,13.93,1.17,-24.11,0.23,2.53,12.16,16.7,16.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
