报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.09,0.12,0.1,0.07,0.1,0.12,0.11,0.22,0.24,0.12,0.1,-0.1,0.01,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.16,2.79,2.72,2.65,2.82,2.8,2.78,2.76,2.74,2.71,2.69,2.69,2.77,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.77,-1.19,2.52,-0.57,-0.25,-0.63,-0.57,0.67,-1.19,0.69,-0.19,0.21,-0.19,--,--,--,
主营业务收入(万元),110513,153740,266395,157502,234568,156414,139946,126150,133525,82362,96670,85158,67784,94677,81978,65617,54840,37273,21977,44532,80257,79823,74528,78774,
主营业务利润(万元),25518,28347,23307,17909,-16004,3417,18250,14912,20080,11445,11885,9192,9067,13868,12837,8021,7359,4404,3096,4530,12965,14188,15211,15386,
营业利润(万元),5750,9700,10205,4468,-28112,-5437,4212,4438,6079,2313,3977,-2279,1641,2368,3050,1409,1242,938,934,397,5580,5977,5445,3620,
投资收益(万元),-86,-273,501,1449,469,1796,1656,1086,127,-304,-11,2271,7,477,99,-71,26,14,0,194,50,--,2,97,
营业外收支净额(万元),318,100,127,970,31309,11392,1016,1281,722,1673,335,1487,--,-89,-57,-50,-17,89,21,188,241,-48,0,0,
利润总额(万元),6068,9801,10333,5439,3197,5955,5229,5719,6801,3986,4312,-792,1845,2764,3098,1289,1251,1041,956,779,5871,5929,5617,3690,
净利润(万元),2751,3692,3052,2144,2818,3512,3257,4251,4770,2288,2026,-1859,240,210,420,445,429,406,358,349,4911,5045,4892,3649,
净利润(扣除非经常性损益后)(万元),-2942,1948,1062,117,1478,2114,911,3361,6305,1734,-174,-1316,-598,-219,303,488,411,302,-1439,128,4684,--,--,--,
经营活动产生的现金流量净额(万元),-14976,55099,-7659,76025,-37185,1085,-61033,2547,-15085,-23398,49377,-11095,-4947,-12433,-11162,13155,-23402,13545,-3728,4082,-3698,--,--,--,
现金及现金等价物净增加额(万元),-8935,-7805,-15770,41297,-2463,-73733,28300,-11892,25923,14441,14463,-8207,1228,8186,-3064,12407,-28533,10514,-2159,14634,12104,--,--,--,
总资产(万元),323951,324141,392646,466417,439522,511324,469670,357825,320920,266851,203077,235124,209456,177226,139545,121632,99608,98343,77881,85152,82176,67930,64345,66864,
流动资产(万元),233606,230889,324109,408641,403429,475707,435033,325440,289262,239040,176545,221370,192942,161272,126094,113588,91291,--,0,--,0,50585,44674,48325,
总负债(万元),196264,198762,267421,344694,350801,422306,384783,287657,252542,204934,144035,174936,148570,119329,81957,67148,45575,44774,24708,32065,27895,46289,44291,54436,
流动负债(万元),127763,198719,165553,244549,272722,325540,269979,264154,169776,189734,143920,164766,111762,112711,77891,67133,43754,--,0,--,0,46289,42360,52452,
股东权益不含少数股东权益(万元),107173,105601,104893,104027,72604,71620,69023,64323,62032,54657,53247,51860,55245,54793,54533,54106,53623,53194,52737,52749,54280,21641,20054,12428,
净资产收益率加权(%),2.59,3.51,2.92,2.86,3.92,4.99,4.94,6.75,8.17,4.23,3.86,-3.48,0.43,0.36,0.8,0.83,0.77,0.77,0.69,0.65,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
