报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.08,0.07,0.05,0.02,-0.07,0.19,0.4,0.65,1.02,0.69,0.47,0.49,0.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,7.02,5.33,4.42,4.49,4.01,4.65,4.21,3.67,4.8,4.3,4.1,4.11,2.92,2.79,1.36,2.21,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,3.04,-4.46,0.47,2.2,0.07,1.87,1.14,0.47,-0.17,1.17,0.59,0.25,-0.54,0.22,--,--,--,--,--,
主营业务收入(万元),9295107,8458912,8243025,8667410,8689660,8881849,7616473,7725877,7074064,5130378,3075518,3734218,3703842,1864558,970372,631583,340316,240145,189261,200803,165528,110670,123189,116748,132624,3186,2531,
主营业务利润(万元),390841,420680,386312,295410,215861,257713,194594,278299,379245,237508,181391,232675,247021,121590,93146,62107,38376,28725,25338,27179,23010,18969,7471,5727,4871,552,--,
营业利润(万元),144917,135423,103857,42429,-88123,26286,52611,83538,172879,103788,78760,83165,150997,76108,62617,42094,21262,16083,13332,16941,14189,12089,7793,6015,5080,559,--,
投资收益(万元),29344,16604,8420,10993,6902,5516,3151,4168,3742,2399,-668,-631,-1102,105,179,141,188,17,-623,-214,-243,-52,-8,-358,5,0,--,
营业外收支净额(万元),-8267,-1621,42,9136,12197,18143,17904,24518,13747,18415,4662,971,0,-416,-612,-483,-1359,0,-2268,-84,0,--,0,0,--,--,--,
利润总额(万元),136650,133802,103899,51565,-75926,44428,70515,108056,186626,122202,83422,84136,151787,76030,62230,41752,20092,16988,12383,16643,14833,12124,7867,5667,5068,557,--,
净利润(万元),85449,70877,54882,18032,-66643,30066,57256,92387,143208,89921,60789,63713,100617,58426,50071,33244,16195,13135,11635,13846,13141,10983,6963,4778,3395,557,475,
净利润(扣除非经常性损益后)(万元),65448,51786,43900,6623,-81440,12007,36669,75389,123923,75531,59578,63302,82361,58549,50226,33345,16452,12380,11899,13762,12254,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),406020,566484,-77136,483848,487437,229180,59432,-71688,431503,-576947,61193,285170,9115,161353,98891,38858,-8287,54625,27459,11408,-19531,8053,--,--,--,--,--,
现金及现金等价物净增加额(万元),-70906,61508,-201945,293391,85310,101712,-83051,11220,89722,-31413,23329,-96106,29640,84650,6798,213,17161,23,-22084,53857,-455,1693,--,--,--,--,--,
总资产(万元),4797007,4698618,4779356,4459388,4416749,4692719,3974740,3989282,3226664,3217215,2387890,1927745,1975131,1040617,834730,633672,505301,347241,299784,275882,167137,122656,48687,46174,34080,8085,--,
流动资产(万元),2381897,2357270,2493209,2269283,2231985,2568655,2142060,2254436,1773410,1931836,1211889,855747,1050489,494550,341293,257386,214217,0,0,0,0,33815,24590,25799,13995,5247,--,
总负债(万元),2790391,2750269,2921841,2706581,2954056,3125892,2779081,2781652,2082571,2390321,1701298,1242179,1375058,608627,448644,316781,260893,142375,104845,80382,57278,20946,10617,15218,22368,3514,--,
流动负债(万元),2187637,2131983,2660859,2312494,2268033,2526869,2190797,2267008,1749229,1850384,1506351,975796,1115647,479390,307067,213957,175669,0,0,0,0,20946,10617,6018,13071,3514,--,
股东权益不含少数股东权益(万元),1837396,1792809,1728052,1663774,1388131,1482814,1114032,1078104,998479,689450,571478,581147,519194,402182,363961,306448,239029,200275,190836,191475,106278,101710,38071,30956,11712,4571,4126,
净资产收益率加权(%),4.66,4.01,3.24,1.29,-4.63,2.22,5.22,8.9,15.94,14.25,10.55,11.64,19.62,15.32,14.84,11.72,7.72,6.65,6.17,12.24,0,13.01,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
