报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.01,0.13,0.14,0.08,0.03,0.13,0.13,0.02,0.35,0.62,0.19,0.03,0.05,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.94,3.82,2.01,1.78,2.33,1.6,2.95,2.78,5.07,2.2,1.82,1.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.51,0.7,0.32,0.09,-0.09,0.12,0.37,0.36,0.57,0.26,0.43,0,
主营业务收入(万元),311057,302586,274179,237505,192641,187003,163793,134902,154599,151883,95987,93310,97182,87418,62820,50426,37237,26495,19050,18929,
主营业务利润(万元),58080,74615,69868,57176,50161,54004,41516,29271,47252,52811,26290,21751,19264,20522,14013,11759,8680,5585,3661,6693,
营业利润(万元),-13077,7981,11922,1227,-4105,11647,6368,-5922,13864,26843,5947,279,1590,1920,3641,5761,5060,3143,2268,5537,
投资收益(万元),718,866,1332,1593,2101,5203,7295,955,1807,2111,6380,5796,11371,4198,689,852,1183,1796,1641,1296,
营业外收支净额(万元),84,12,-31,7634,6909,6855,6063,7376,2917,2498,1925,2248,--,-111,148,-45,-11,0,0,0,
利润总额(万元),-12994,7992,11891,8861,2804,18502,12432,1454,16781,29341,7872,2527,4218,6628,5724,7504,6304,4949,4151,6823,
净利润(万元),1453,17046,16949,9589,3988,16434,11527,1827,15322,25586,7663,1356,2158,5818,5652,6955,6033,4367,3618,6819,
净利润(扣除非经常性损益后)(万元),-12043,8966,9892,2325,-2756,9420,3539,-4747,12645,22273,713,-5708,-10186,2349,4672,6614,5758,0,0,0,
经营活动产生的现金流量净额(万元),13260,24060,35240,38176,20151,26719,20293,16816,22043,30388,12788,3782,-3489,4764,7520,7238,5756,1960,0,0,
现金及现金等价物净增加额(万元),-8189,52806,15425,4558,-879,-18419,22307,-11796,-14582,45388,3060,1272,1912,1525,-1020,1920,5342,1130,0,0,
总资产(万元),891326,812637,625441,508780,434100,401816,413387,335041,331745,256495,179945,176300,213502,147992,121222,100997,77242,39594,22674,12721,
流动资产(万元),381231,371899,273086,245181,225079,225126,241394,160296,178765,148750,86454,77227,74762,58581,41868,38394,33974,--,0,0,
总负债(万元),467509,393309,307798,199356,192208,160299,185919,163736,159424,89507,97349,102957,118084,81298,57447,43622,24944,22937,8866,2681,
流动负债(万元),338600,266456,235832,148234,150571,124207,105832,75965,77278,83705,88256,94661,99490,66470,39714,22162,17388,--,0,0,
股东权益不含少数股东权益(万元),337898,342787,262560,248679,240173,239872,225746,169689,170963,165873,81130,71993,93981,64825,59682,56183,51244,16518,13652,10033,
净资产收益率加权(%),0.43,5.12,6.65,3.93,1.67,7.06,6.05,1.08,9.08,23.54,10.02,1.63,2.93,9.47,9.75,13.03,13.81,26.44,0,27.58,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
