报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.48,0.65,0.59,0.8,0.78,0.77,0.69,0.62,0.54,0.61,0.58,1.54,0.07,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,5.71,6.32,5.01,8.9,1.82,1.7,1.61,1.57,1.54,2.21,1.55,1.48,1.31,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.45,0.58,0.79,0.18,0.17,0.21,0.12,0.07,-0.29,0.03,-0.2,-0.07,0,
主营业务收入(万元),647122,643665,660651,676661,602112,536374,432407,313951,243818,183340,175235,146554,11903,10970,10224,9366,7690,6451,5538,5870,3709,
主营业务利润(万元),73465,70462,68392,70459,64461,69848,66024,59161,53316,49177,47764,40688,3746,3116,3351,3441,3126,2848,2481,2488,1664,
营业利润(万元),24140,33260,32221,30180,24559,30352,27626,25894,23808,21445,21162,18936,437,-219,151,16,-923,-256,168,803,653,
投资收益(万元),5350,22751,20167,10759,7762,6556,4038,3501,1805,817,571,344,439,600,104,186,-2732,177,57,187,-31,
营业外收支净额(万元),-206,988,597,11109,16056,9860,7953,6579,4210,4152,2290,3774,--,-20,-12,15,-928,174,0,0,0,
利润总额(万元),23934,34247,32818,41290,40615,40213,35579,32473,28019,25597,23451,22709,920,510,402,392,-4365,292,390,1021,708,
净利润(万元),23288,32959,30019,40259,39302,38990,34667,31194,27271,24759,22519,21471,555,359,272,242,-5012,145,173,826,596,
净利润(扣除非经常性损益后)(万元),11544,4963,5320,24301,28137,32284,27969,26198,25054,23856,20365,19769,124,-223,129,227,-649,54,0,0,0,
经营活动产生的现金流量净额(万元),47408,28450,-12670,26214,43714,40903,31693,35741,22862,24625,30893,3505,1273,1562,929,556,-2143,192,-991,-341,0,
现金及现金等价物净增加额(万元),-19576,41633,-36928,65019,40801,-4111,-28024,20651,-3506,50091,16403,-5130,850,982,616,-6691,1189,4534,271,1632,0,
总资产(万元),682276,678343,674140,764983,685052,616564,546741,469378,410084,360056,270074,230911,27533,25248,24891,24429,30818,30096,15936,11945,8894,
流动资产(万元),512750,496146,469825,524097,493291,418125,384734,327855,292438,252985,174173,147539,13070,13294,11978,11221,17780,15950,8943,0,0,
总负债(万元),218605,202794,190591,242069,251071,237833,197261,144225,108912,82950,65158,45044,12048,10796,11129,11006,16637,12161,8190,4567,2342,
流动负债(万元),208157,191232,178083,228647,236967,223679,183713,134966,101188,78568,61268,43446,11754,10677,11015,10804,16417,12018,8130,0,0,
股东权益不含少数股东权益(万元),455982,462878,470672,509974,421042,366557,337666,313241,289027,266244,195876,173760,13673,12766,12064,11792,11539,16550,7747,7378,6552,
净资产收益率加权(%),5.16,6.92,5.96,8.65,10.36,11.1,10.69,10.4,9.85,10.72,12.06,14,4.14,2.94,2.28,2.08,-35.18,12.75,12.91,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
