报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.42,0.16,0.13,0.07,0.34,0.23,0.18,0.15,0.14,0.75,0.03,0.08,-0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.02,0.89,-0.76,-0.73,-0.81,-0.55,-0.63,1.06,4.05,3.94,3.91,3.9,2.33,2.11,1.48,1.63,1.64,1.33,1.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.23,-0.16,0.04,0.01,0.11,0.51,-0.77,-0.54,-0.16,0.24,0.23,0.01,0.44,0.43,--,--,--,--,--,
主营业务收入(万元),501185,468015,431196,284819,266717,226480,211542,72361,62609,53816,14132,10492,16334,16772,21076,55965,72974,49613,58110,72529,61123,37820,39424,29214,25322,13827,--,
主营业务利润(万元),66218,67818,57259,45560,49427,40925,32683,13546,14724,11696,7613,5858,6493,6268,4664,9761,17552,15341,15545,17657,6661,6823,4897,8617,7298,3233,--,
营业利润(万元),78407,27203,21854,11284,13073,10576,6190,3363,3509,2903,147,-4170,-5879,1280,-12775,-29975,1952,2265,3269,6734,2957,4490,4910,9146,7334,3233,--,
投资收益(万元),-875,1575,2708,2329,250,255,401,1,-83,255,--,112,14,6,-66,-11,6,-211,303,364,860,-51,88,0,0,0,--,
营业外收支净额(万元),-83,796,1701,3729,5802,2699,4026,1931,1500,22167,575,5786,--,-462,-23090,-31422,-63,-40,-47,278,1056,0,0,0,--,--,--,
利润总额(万元),78324,27999,23555,15013,18876,13275,10216,5293,5009,25070,722,1616,-5276,1061,-35254,-60679,2419,2253,3525,7375,4873,4610,5185,9425,7091,3217,--,
净利润(万元),68045,26213,21250,10793,17034,11482,9094,5210,4674,24254,726,1628,-5320,1710,-34481,-59577,2221,2008,2807,6345,4726,4578,5185,8028,4755,2159,--,
净利润(扣除非经常性损益后)(万元),8451,21077,18205,6165,12946,9104,1201,3656,3626,2191,361,-3883,-5746,2162,-24605,-29084,1815,1843,3197,6119,3558,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),3425,17382,-20672,-17784,19863,-2897,-14768,2094,7482,-5154,890,259,2212,10659,-16094,-11166,-3298,5010,4877,224,8317,8061,--,--,--,--,--,
现金及现金等价物净增加额(万元),-45803,121986,33169,-15895,16460,-16523,-16433,38093,7875,-10859,6470,-5851,395,7904,-18774,-13074,-967,-5167,-6588,33027,4059,1922,--,--,--,--,--,
总资产(万元),980889,751369,620086,491867,352881,264747,220470,119771,74512,70909,33429,24954,32612,38265,39390,87741,128379,120179,106644,117028,87176,53733,35665,37126,23393,19355,--,
流动资产(万元),703495,608008,489559,389118,285221,223421,183111,104771,59573,56593,21070,12264,19539,24554,24957,57019,95007,0,0,0,0,31014,25941,26826,16594,13930,--,
总负债(万元),489050,386665,295092,216518,206039,140178,109992,45613,41292,42037,49232,40074,49358,49697,52378,65401,43219,37386,24585,34844,42186,13823,12363,14507,15543,12303,--,
流动负债(万元),411670,308315,288780,209530,193560,132084,100020,39840,35272,36406,43278,27261,36159,49392,52033,64681,42919,0,0,0,0,13345,11647,13553,13153,9166,--,
股东权益不含少数股东权益(万元),486380,359497,320584,268489,140068,119951,108459,74158,33220,28873,-15858,-15173,-16802,-11494,-13050,21965,84314,82079,81480,81101,44192,39910,23302,22498,7708,6884,--,
净资产收益率加权(%),15.4,7.92,6.95,4.36,13.1,10.05,10.23,10.22,15.11,--,--,--,--,0,0,-109.3,2.65,2.45,3.46,13.4,0,15.82,--,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
