报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.14,0.07,-0.22,0.02,0.02,-0.08,0.18,0.01,0.01,0.01,0.01,0.03,0.04,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,1.51,1.5,1.49,1.48,1.46,1.35,1.43,1.88,1.86,2.41,2.75,2.7,2.3,2.79,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.07,-0.11,0.12,-0.13,-0.05,-0.06,0.03,0.12,-0.04,-0.27,0.12,0.46,0.32,-0.2,--,--,--,
主营业务收入(万元),103824,101686,71245,59315,76337,90709,98209,78037,92131,77646,75518,85874,79623,77456,71246,84136,74954,70723,74426,83061,90255,80383,66108,59020,61941,
主营业务利润(万元),3811,4433,-607,1553,5839,7196,6173,3824,6983,4791,4577,7198,6903,4097,3704,5086,-4242,4022,10850,10820,15085,14859,7765,--,--,
营业利润(万元),-5450,2422,-11275,-8272,-4089,-4589,11086,-3425,-1843,-559,-642,-1904,1814,-911,701,713,-16970,-12724,4636,5101,9901,9298,8211,--,--,
投资收益(万元),837,9683,200,2973,1453,224,24184,206,333,707,953,1598,1323,1920,-20348,116,759,1025,3352,3880,1215,1350,10,--,--,
营业外收支净额(万元),-1055,-125,-262,8428,5154,1510,638,4258,3146,1644,1639,2026,--,12,95,-1,-6154,-3354,-354,-230,711,--,934,--,--,
利润总额(万元),-6506,2297,-11538,156,1066,-3079,11724,833,1302,1085,997,121,2361,1021,-19551,827,-22365,-15026,7664,8752,11873,11259,9187,--,--,
净利润(万元),-5669,2761,-8657,948,936,-3168,7081,419,429,362,556,1020,1468,926,-19644,816,-22413,-14779,6676,7725,10100,10097,7417,9012,10861,
净利润(扣除非经常性损益后)(万元),-6097,-6766,-11082,-8293,-4375,-4444,-12519,-2795,-2572,-1659,-1573,-1551,1013,-728,477,238,-18910,-12275,5103,7183,9539,--,--,--,--,
经营活动产生的现金流量净额(万元),-6613,-2548,-1788,-4207,508,-11025,-8545,4438,-2762,-4324,4842,-5031,-2007,-2498,1203,5237,-1786,-11948,5427,20037,13323,-6495,--,--,--,
现金及现金等价物净增加额(万元),-16991,10973,-4361,3294,8470,3446,-4971,1570,2068,-571,5287,-1368,-2189,244,-14755,569,-1620,-9803,84,21594,692,8344,--,--,--,
总资产(万元),110305,104099,103869,115833,118384,111080,118672,109670,109553,98466,86940,94274,92040,85680,85125,122804,134661,153748,150052,152036,130085,131736,71924,--,--,
流动资产(万元),73925,68023,62632,75493,76164,64090,72665,66516,66495,55959,41352,45459,41686,35541,57690,73569,71212,--,0,0,0,83960,32477,--,--,
总负债(万元),40836,37355,38491,40076,41233,36273,41422,45016,44402,34220,23117,30825,29324,27148,19754,33648,52912,47716,28689,32950,34898,43050,37558,--,--,
流动负债(万元),32526,34405,35477,36832,37749,32489,37195,40608,38739,29591,19129,26283,25376,23783,19589,33483,52912,--,0,0,0,41050,27598,--,--,
股东权益不含少数股东权益(万元),68819,64998,62237,70395,70050,68195,70524,60307,60692,60263,59932,59375,58520,54416,62935,82515,81699,105599,120653,118712,95186,88686,34366,18593,16641,
净资产收益率加权(%),-8.48,4.34,-13.05,1.35,1.36,-4.54,10.94,0.69,0.71,0.6,0.93,1.73,2.54,1.52,-27.02,1,-23.94,0,5.53,7.25,10.61,14.62,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
