报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.05,0.03,0.01,0.02,0.08,0.21,0.34,0.4,0.33,0.14,0.22,0.74,0.59,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.93,4.6,7.99,5.26,4.67,4.21,3.82,3.67,1.97,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.12,0.3,0.75,1.11,-0.91,1.55,0.23,0.09,0.49,0.22,0,
主营业务收入(万元),143777,137454,135010,96133,201026,250259,283002,273529,216172,173709,150973,157301,105024,84660,27980,23746,18697,15537,15028,
主营业务利润(万元),24112,22948,23199,13020,27725,21316,30239,31627,27383,19427,18379,22973,13504,13074,5309,4279,4022,3107,2963,
营业利润(万元),7008,5369,4001,1337,10595,13109,6574,12856,9509,4367,3155,9253,7761,6498,2857,2230,1947,1845,1684,
投资收益(万元),4413,5073,3375,4788,4274,12265,918,500,--,--,0,--,564,30,60,0,0,0,0,
营业外收支净额(万元),355,-661,-484,1683,1017,2905,8089,2839,2021,1269,1974,892,--,-190,-41,-1,3,0,0,
利润总额(万元),7363,4708,3517,3020,11612,16014,14663,15695,11530,5637,5129,10145,8995,6411,3019,2555,2399,1842,1674,
净利润(万元),6008,3572,1681,2694,10081,14037,11438,12228,9972,4371,3636,7585,6055,5010,2422,2138,2043,2012,1505,
净利润(扣除非经常性损益后)(万元),2411,-1520,-965,-2597,6408,1888,5202,10942,8177,3237,2112,7194,5016,5022,2447,2060,0,0,0,
经营活动产生的现金流量净额(万元),16606,24831,20173,-13509,3288,9781,16986,-13075,33957,9202,12583,11430,-9407,15973,2396,965,3066,1389,0,
现金及现金等价物净增加额(万元),37662,298,12006,-35047,-37309,-4057,41726,-17876,6755,-10523,56512,4440,-13010,6699,-1400,11003,978,1327,0,
总资产(万元),392754,389471,383844,368196,387321,426757,391375,251126,241029,207164,201166,111644,88446,77639,51124,47492,23497,21920,20115,
流动资产(万元),227160,226906,225755,214697,239782,276604,265463,146421,176233,155762,154366,72622,50875,44920,30888,28652,16560,14365,13212,
总负债(万元),73748,75033,71732,57769,76543,104579,83539,82647,92155,68262,66246,51573,35276,30533,11766,9736,11073,9929,8932,
流动负债(万元),64609,66887,66440,54681,73005,100731,74727,72487,82035,58142,59246,51573,35276,29977,11704,9693,11063,9929,6643,
股东权益不含少数股东权益(万元),319006,314438,312113,310426,310778,305031,295189,160044,148874,138902,134207,54087,48046,43356,39358,37756,12424,11991,11183,
净资产收益率加权(%),1.9,1.14,0.54,0.87,3.28,4.68,5.55,7.92,6.93,3.2,2.58,14.85,13.26,12.19,6.28,7.97,17.5,17.83,14.42,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
