报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.72,0.64,0.72,0.24,0.07,0.51,0.54,1.23,2.17,1.01,0.28,0.32,
每股净资产(元),--,--,--,--,--,7.82,8.09,7.56,6.32,2.58,2.08,1.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.13,0.96,0.62,1.19,1.32,-0.44,3.78,
主营业务收入(万元),71838,66022,41987,32909,15122,15884,18439,22600,32096,19729,13302,12549,
主营业务利润(万元),49000,43755,23468,11781,5508,9085,8110,16167,25300,12030,5588,3760,
营业利润(万元),39860,35585,15053,4458,679,4115,3513,9142,17291,7970,2021,2218,
投资收益(万元),1211,1702,242,9,356,559,290,45,--,0,0,64,
营业外收支净额(万元),12,69,95,613,499,243,475,846,238,-62,--,--,
利润总额(万元),39872,35654,15148,5071,1178,4359,3988,9988,17529,7908,2106,2509,
净利润(万元),34371,30741,13040,4377,1207,3729,3643,8397,14769,6885,1677,1696,
净利润(扣除非经常性损益后)(万元),32948,28606,12281,3844,476,3091,3014,7568,14571,6403,746,166,
经营活动产生的现金流量净额(万元),36654,25274,14674,4927,4252,-1193,6513,4195,8110,9010,-2974,19817,
现金及现金等价物净增加额(万元),32093,-25587,38934,-2084,515,502,-8947,1116,284,877,-10292,17961,
总资产(万元),207961,164630,139483,87715,78784,75524,58385,54410,48495,38788,45195,48461,
流动资产(万元),101259,96753,86900,37939,29777,41817,40458,37420,30069,20658,25650,29568,
总负债(万元),33657,8461,11372,12407,7581,4622,3360,3028,5510,21276,31068,40693,
流动负债(万元),33288,8176,10938,11932,7016,4039,2630,2161,4505,21233,31004,40660,
股东权益不含少数股东权益(万元),174303,156169,128112,75308,71202,70902,55025,51382,42985,17512,14127,7768,
净资产收益率加权(%),20.63,21.7,16.07,5.98,1.7,6.29,6.85,17.8,41.48,44.34,15.32,24.04,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
