报告日期,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.18,0.35,0.01,0.04,0.02,-0.13,-0.37,0.02,0.13,0.08,0.5,0.56,0.52,0.9,
每股净资产(元),--,--,--,--,--,--,--,--,--,5.62,11.19,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,-0.73,-0.56,0.54,2,-0.09,
主营业务收入(万元),236705,287827,151767,144650,97712,152825,203906,241269,205814,179137,102189,78101,82725,74340,
主营业务利润(万元),-696,49690,4024,4812,1760,-124,-3805,29158,24747,18833,13806,12731,11645,10807,
营业利润(万元),-17178,35767,520,3945,1420,-12593,-40584,734,2359,1116,4757,4356,4218,4741,
投资收益(万元),--,--,--,--,--,5527,5712,30,-79,30,20,0,25,--,
营业外收支净额(万元),110,272,345,-2,-5,2678,50,537,854,576,231,61,-43,-12,
利润总额(万元),-17068,36038,865,3943,1415,-9915,-40534,1271,3214,1692,4988,4418,4175,4729,
净利润(万元),-16500,32458,865,3943,1415,-11839,-34580,741,2037,1182,3652,3221,3034,4547,
净利润(扣除非经常性损益后)(万元),-17004,-5401,506,3930,1420,-26424,-41068,306,1306,705,3670,3164,3048,4435,
经营活动产生的现金流量净额(万元),5899,-11251,2033,-8587,-19205,-24674,-43172,27419,14861,-11264,-4343,3122,11607,-516,
现金及现金等价物净增加额(万元),-1078,4158,-23849,8063,15000,-42073,-24738,8792,26164,5083,16827,7448,4787,-515,
总资产(万元),229292,246567,141560,134264,148842,215474,505141,679755,524970,366218,240400,125503,71655,57705,
流动资产(万元),107285,115832,50807,75534,97891,149737,281191,259913,199976,219849,136047,60329,31338,24701,
总负债(万元),87340,88116,15983,9552,28073,96120,374107,512531,358461,277896,153689,102390,51753,39961,
流动负债(万元),87340,88116,15983,9552,28073,96120,373426,443080,308670,238099,125414,67015,47078,33161,
股东权益不含少数股东权益(万元),141952,158451,125577,124712,120769,119354,131034,166070,165428,87118,86711,23113,19903,16868,
净资产收益率加权(%),-10.98,22.86,0.69,3.21,1.18,-9.46,-23.28,0.45,2.16,1.35,5.22,14.97,16.5,42.31,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
