报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),1.09,0.98,1,0.87,0.8,0.93,0.8,0.69,1.18,0.74,0.47,
每股净资产(元),--,--,--,7.44,--,--,--,--,2.79,1.61,0.86,
每股经营活动产生的现金流量净额(元),--,--,--,-3.04,0.2,1.63,0.35,-0.02,-0.63,-2.04,1.92,
主营业务收入(万元),1412431,1289632,1013582,687019,440167,326956,337632,347962,853173,730698,744255,
主营业务利润(万元),25593,20693,20740,13260,12383,11937,9658,9408,11561,7783,7691,
营业利润(万元),18887,16674,14287,9994,9328,10856,8792,8347,14378,9289,5769,
投资收益(万元),1856,1062,780,174,554,659,523,488,31091,39026,2823,
营业外收支净额(万元),86,-373,-1,1462,453,312,727,272,0,--,--,
利润总额(万元),18973,16301,14286,11456,9781,11167,9519,8619,15101,9438,5775,
净利润(万元),15101,13473,11834,9057,8183,9346,8021,6854,11826,7403,4673,
净利润(扣除非经常性损益后)(万元),12064,10840,11000,7777,7448,853,--,--,11255,8800,6294,
经营活动产生的现金流量净额(万元),13875,15342,19072,-31449,2057,16261,3509,-211,-6323,-20425,19154,
现金及现金等价物净增加额(万元),-14406,16999,21011,-6414,-1004,16975,3115,-17815,-216207,168581,92376,
总资产(万元),1201714,774196,678707,760458,1266208,1074743,919692,559140,1116955,795087,900137,
流动资产(万元),1165427,743973,648642,729663,1243975,1055856,904798,548597,1111640,793903,899503,
总负债(万元),1040827,630940,549186,683405,1198228,1007805,862100,509570,1089059,779027,891400,
流动负债(万元),1038052,628147,545923,679804,1196112,1005906,860561,509316,1087515,778337,891160,
股东权益不含少数股东权益(万元),157857,142921,129448,77037,67980,66938,57592,49570,27897,16060,8640,
净资产收益率加权(%),10.04,9.89,11.85,12.49,12.13,15.01,14.97,14.86,53.81,53.43,65.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
