报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0.12,0.1,0.06,0.11,0.5,0.2,0.23,0.15,0.25,0.3,0.23,0.19,0.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.43,2.29,1.84,1.66,1.78,1.44,1.24,1.25,1.19,1.19,1.25,1.36,1.29,1.26,2.4,2.4,2.44,3.03,4.09,2.47,1.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.76,-0.54,0.58,0.4,-0.1,0.29,0.53,0.15,0.07,0.1,0.25,0.15,-0.04,-0.15,--,--,--,--,--,--,--,
主营业务收入(万元),1194873,1171555,702351,641175,486535,431148,415502,402459,406526,321678,326939,289224,194849,249138,205491,154392,128353,101855,84941,63751,85863,56674,71368,57217,74113,101281,94040,77336,40910,
主营业务利润(万元),386634,396735,229085,189156,154808,127107,123768,128441,129501,109896,94160,94322,54951,63004,58264,43865,45170,26997,24682,19821,26848,14578,-9632,-8783,1077,19620,15570,17325,7322,
营业利润(万元),114801,107255,35727,45113,114974,54688,47336,37765,49065,52391,49926,35905,39149,11909,9464,7293,4607,682,-9419,-4413,-8203,-50870,-7683,-6620,3888,24728,17545,23107,9530,
投资收益(万元),12776,46421,33060,40536,104612,48163,55052,29847,30485,27310,24580,26,46717,13023,5899,4159,2614,4351,13696,7935,13801,6575,8226,13644,13707,20444,28351,2197,547,
营业外收支净额(万元),1628,-3766,2220,9060,8660,4160,3091,3439,2920,3363,1121,379,-222,-1190,-837,-19042,-5283,-2532,2442,2237,-22,--,0,0,0,0,2265,--,--,
利润总额(万元),116429,103489,37947,54173,123634,58848,50427,41204,51985,55753,51047,36284,38927,23925,14607,-7537,2220,2741,6962,5986,5576,-46803,2424,6790,18268,48568,48160,25916,10700,
净利润(万元),30114,21378,13320,23338,78901,30333,29240,16046,26992,32548,25346,20038,23039,10027,7180,-11539,1291,1358,4086,3720,3087,-48743,337,4085,15253,43256,42054,23446,8014,
净利润(扣除非经常性损益后)(万元),-5230,22730,-8222,-1449,142,-10043,-13594,-20093,14391,14671,8748,20512,6518,4320,2963,-1469,2538,3649,1402,1256,3087,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),133773,272284,39091,-1216,1259,47463,8042,35073,-82816,-58635,63526,41810,-9787,27470,50769,14564,6666,9943,24086,14118,-3340,-14343,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),68099,84194,188583,-179771,171658,44028,-37140,69039,-45196,6117,94234,-14942,-696,19943,-17670,31841,-2740,4670,7942,-728,-3028,-1687,--,--,--,--,--,--,--,
总资产(万元),3020981,2984980,2710946,2162293,1811490,1472550,1361180,1317133,1178563,1002465,750201,608379,583930,551102,488813,496988,426121,411044,404621,466423,489326,486401,564427,549477,617725,524467,327034,154611,66429,
流动资产(万元),1969565,2013502,1821488,1410013,1253447,1014725,941069,962561,877282,721582,510875,429346,404643,416024,356771,371957,349269,--,--,0,0,334260,341112,311283,382104,326741,174385,78583,41077,
总负债(万元),1950222,1939925,1716356,1348819,1152280,926137,855907,847798,766540,631082,451690,358943,345266,356243,317643,342828,295088,284071,274585,326759,355519,356889,325877,311697,416108,328117,172458,89170,22825,
流动负债(万元),1230856,1285712,1109547,997364,820449,615076,722972,663631,477518,353699,283059,256242,227548,289414,280451,296852,235887,--,--,0,0,318036,303528,305865,408486,318985,109531,61766,22070,
股东权益不含少数股东权益(万元),553499,527058,499955,447268,447216,327753,320173,298914,264923,249454,201100,172475,170973,138384,118857,106936,113854,114152,119698,130350,123812,120713,230531,230118,196062,194775,154470,65337,30517,
净资产收益率加权(%),5.54,4.18,2.88,5.2,19.7,9.19,9.37,5.88,10.26,14.9,13.55,11.94,14.63,7.8,6.5,1.44,1.12,1.19,3.41,2.96,0,-33.58,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
