报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.43,0.33,0.5,0.74,0.47,0.66,0.94,0.97,0.86,0.72,0.46,
每股净资产(元),--,--,--,--,--,8.12,5.76,4.83,3.86,2.63,1.43,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,-0.48,0.9,0.14,0.18,-0.25,1.35,
主营业务收入(万元),124253,95973,81804,69632,57954,41969,41519,38281,36741,29186,22597,
主营业务利润(万元),29326,22920,23573,22149,19376,12703,13174,12140,10716,7740,5865,
营业利润(万元),11190,7971,9749,12438,7990,4947,6397,6326,5986,3950,2347,
投资收益(万元),3863,-746,-67,2919,0,--,--,7,320,-83,9,
营业外收支净额(万元),-718,-3079,-79,910,420,662,312,610,-25,-11,39,
利润总额(万元),10471,4892,9670,13348,8409,5609,6709,6935,5960,3938,2386,
净利润(万元),8984,4332,6034,8871,5656,4602,5615,5831,5082,3302,2007,
净利润(扣除非经常性损益后)(万元),6290,5345,5909,5870,5357,4106,5315,5283,4983,3314,2008,
经营活动产生的现金流量净额(万元),11342,11765,4016,-1828,3623,-3851,5388,846,1095,-1398,5853,
现金及现金等价物净增加额(万元),4660,553,4006,-196,-4333,11624,1432,-1995,468,-125,4340,
总资产(万元),332273,264508,219427,161807,140634,93581,66845,58201,48045,35107,28109,
流动资产(万元),188943,174542,146288,96010,78309,70633,48251,39770,34223,24593,21466,
总负债(万元),198752,139905,100622,77491,65451,28589,32266,29237,24912,20356,21933,
流动负债(万元),147749,106496,98206,73846,62703,27722,31924,28849,24884,20327,21933,
股东权益不含少数股东权益(万元),121931,113858,110436,77518,69867,64992,34579,28965,23133,14751,6176,
净资产收益率加权(%),7.63,3.87,7.38,12.05,8.38,9.24,17.67,22.39,25.71,36.3,38.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
