报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.12,0.16,0.13,0.29,0.21,0.4,0.57,0.45,0.7,0.81,0.71,0.4,
每股净资产(元),--,--,--,--,--,--,--,--,7.42,2.22,1.4,1.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.68,1.18,1.2,0.18,
主营业务收入(万元),179763,176822,160029,113155,84441,68002,55229,42383,51884,50939,41435,31305,
主营业务利润(万元),53466,55731,48886,36208,26174,22237,17174,13036,16505,16654,12141,8565,
营业利润(万元),11630,15547,13171,21166,15998,15595,11042,8113,10393,12749,10003,5633,
投资收益(万元),3337,682,1281,6923,3457,3726,999,--,--,8,81,135,
营业外收支净额(万元),474,459,220,1905,-26,-71,-11,460,-67,-999,-2,-21,
利润总额(万元),12104,16005,13391,23071,15972,15524,11031,8573,10326,11750,10002,5613,
净利润(万元),7969,10382,8564,19104,13722,12897,9194,7273,8653,9780,8479,4743,
净利润(扣除非经常性损益后)(万元),2497,8939,8418,13335,13617,12957,9203,6882,8710,10774,8412,4645,
经营活动产生的现金流量净额(万元),6843,24578,23848,20454,16872,3382,12300,7595,10842,14172,14423,2215,
现金及现金等价物净增加额(万元),82880,21960,-10093,-29464,18414,18064,-55841,-11483,71009,14473,6073,-7032,
总资产(万元),338400,257171,223682,193822,177781,167313,157554,133173,135938,45637,37154,28344,
流动资产(万元),239865,174701,119861,91470,104127,113828,106857,96463,108618,35556,30215,21726,
总负债(万元),145664,81940,61937,44035,20304,24771,27482,11942,17180,19002,20395,12064,
流动负债(万元),89912,81422,61256,43687,20304,24771,27482,11942,17180,19002,20395,12064,
股东权益不含少数股东权益(万元),184277,165911,154551,146624,155986,142541,130072,121230,118757,26635,16759,16280,
净资产收益率加权(%),4.52,6.53,5.72,12.87,9.25,9.52,7.34,6.08,22.82,45.07,41.32,34.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
