报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.47,0.83,0.78,0.66,0.84,1.52,1.26,1.26,1.38,1.08,0.98,0.88,1.09,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.27,4.71,3.84,3.06,4.44,5.14,4.61,5.24,2.3,2.14,1.66,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.6,0.94,0.69,0.78,0.71,0.7,0.57,0.45,0.61,0.52,0,
主营业务收入(万元),202970,216747,124208,100985,115655,124295,116178,100702,62277,45784,39002,35800,23753,14394,11856,9305,7105,4966,3170,
主营业务利润(万元),158926,168739,86002,64503,74846,85417,76923,66424,46267,34558,31830,30447,15336,8954,7175,5988,4994,3780,2674,
营业利润(万元),56090,68164,62162,50718,65682,78048,65463,55509,59304,28158,26286,22900,13945,5396,3805,3488,3321,2185,2062,
投资收益(万元),3210,2529,19242,3849,6898,4380,3871,2643,22330,2628,1073,972,2899,347,36,43,0,0,0,
营业外收支净额(万元),-1,-999,100,2018,1193,3194,1905,525,1141,3798,1018,699,--,76,0,-3,-19,0,0,
利润总额(万元),56089,67165,62262,52736,66875,81242,67367,56034,60445,31955,27304,23598,14908,5819,3841,3528,3302,2185,2062,
净利润(万元),48678,57145,53358,45211,57505,69508,57740,48101,52334,27271,24410,21786,13480,5032,3382,3200,3120,1929,1890,
净利润(扣除非经常性损益后)(万元),41064,55402,34369,41678,52595,63774,54690,46736,33055,24295,22420,22371,8986,4686,3382,3203,0,0,0,
经营活动产生的现金流量净额(万元),66583,48517,38072,39686,50487,46500,34741,39860,22859,23813,17441,19432,8836,5755,4748,3126,3055,0,0,
现金及现金等价物净增加额(万元),8391,-27261,26709,-29785,62435,8223,10209,8810,12689,2777,-269,16394,15627,7518,-21242,20592,2021,0,0,
总资产(万元),522497,498827,458506,408127,376162,331907,271210,221670,173614,124857,101981,78852,58663,46161,40591,38983,15183,10284,7713,
流动资产(万元),286534,280316,305305,273766,258415,228303,172588,149584,118918,76529,75892,63650,44605,34682,29361,28324,8646,4516,3931,
总负债(万元),40376,46973,28567,15119,14840,13792,12309,10517,5052,3722,3675,2591,3471,3541,2342,2838,3678,1723,1084,
流动负债(万元),33263,44052,24967,11367,11100,11574,10352,9222,4522,3722,3221,2591,3221,2605,1729,2228,3238,1165,719,
股东权益不含少数股东权益(万元),480820,449785,427064,389651,357785,314794,256566,204012,162398,119075,96551,76041,55127,42556,38188,36136,11495,8561,6629,
净资产收益率加权(%),10.43,12.95,13.03,12.06,17.04,24.38,25.16,26.16,37.46,25.42,28.37,33.33,27.79,12.53,9.16,15.87,30.83,25.63,30.93,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
