报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.19,-0.19,0.38,0.69,0.46,0.71,1.25,1.67,0.11,0.64,0.71,0.52,0.44,
每股净资产(元),--,--,--,--,--,--,--,6.74,5.07,10.08,3.4,2.7,2.18,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0,-1.08,-0.93,0.68,0.55,0.54,
主营业务收入(万元),5197413,4304281,3379103,2674642,1849777,1948229,910176,393172,124520,61796,37289,23063,15327,
主营业务利润(万元),500128,519048,455678,301509,233349,231183,147121,77374,16701,13929,9835,6454,5081,
营业利润(万元),65701,-67021,95660,68048,44611,63684,61994,31449,1081,5657,5588,3706,3298,
投资收益(万元),16796,-16366,77,318,430,594,113,0,--,0,0,0,0,
营业外收支净额(万元),-5,17440,24689,14153,8382,14427,6186,6363,1472,459,79,--,48,
利润总额(万元),65696,-49582,120349,82201,52993,78111,68180,37812,2553,6116,5668,4010,3346,
净利润(万元),50985,-51901,100972,71883,47845,68155,57134,32107,2071,5209,5099,3728,3055,
净利润(扣除非经常性损益后)(万元),32113,-87086,68778,59419,39939,55382,51783,26699,924,4830,4907,3316,2766,
经营活动产生的现金流量净额(万元),325636,64451,32933,81068,58488,-22089,69054,17923,-20653,-8946,4918,3937,3910,
现金及现金等价物净增加额(万元),111580,-23316,19099,-34141,-62231,100793,58146,28613,10771,23102,1695,742,932,
总资产(万元),4055953,3796311,3083825,2343418,1606777,1415573,952002,477849,238072,135056,45681,35322,24542,
流动资产(万元),2388591,1996964,1814104,1481117,1066833,959304,580406,298051,141270,101579,20992,14377,8803,
总负债(万元),2958169,2926126,2164986,1539364,1002793,833607,625339,348446,140780,38243,21167,15911,8816,
流动负债(万元),2559209,2187791,1646645,1353798,769487,644844,560617,325097,108567,32391,14461,6776,4014,
股东权益不含少数股东权益(万元),945879,858991,910582,804057,603983,581967,326663,129403,97292,96813,24514,19411,15726,
净资产收益率加权(%),5.8,-5.88,11.79,10.87,7.69,16.22,19.86,28.33,2.14,9.46,23.22,21.19,24.57,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
