报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.83,2.24,1.54,1.64,1.65,1.98,1.17,0.76,0.85,
每股净资产(元),--,--,--,11.69,10.53,9.13,7.11,5.9,5.09,
每股经营活动产生的现金流量净额(元),--,--,--,1.33,0.21,2.32,0.99,0.8,0.51,
主营业务收入(万元),157457,163589,111888,86566,80350,82281,69088,55472,49430,
主营业务利润(万元),54921,59232,34759,26183,25047,26947,19288,14129,13376,
营业利润(万元),24195,29366,13270,11322,12237,14695,8607,5829,6272,
投资收益(万元),-786,905,860,134,226,138,17,10,80,
营业外收支净额(万元),-281,-2,111,279,-350,22,-15,-30,-37,
利润总额(万元),23913,29364,13381,11601,11886,14717,8593,5799,6236,
净利润(万元),20462,25105,11011,9823,9874,11892,7005,4584,5093,
净利润(扣除非经常性损益后)(万元),21259,23921,10156,9245,9959,11763,7004,4600,5061,
经营活动产生的现金流量净额(万元),39956,15740,7314,8008,1257,13901,5972,4831,3056,
现金及现金等价物净增加额(万元),12037,-17081,30107,1242,-4321,7323,2828,-2149,-117,
总资产(万元),230415,172993,137395,90139,74400,73090,55928,51381,45730,
流动资产(万元),141251,117416,113142,65210,48838,50764,37875,37501,34254,
总负债(万元),74697,37267,25582,20003,11237,18324,13284,16008,15208,
流动负债(万元),58843,33108,23323,18181,10117,18088,13068,16008,15208,
股东权益不含少数股东权益(万元),155718,135726,111813,70135,63163,54766,42644,35372,30522,
净资产收益率加权(%),14.02,20.28,11.82,14.48,16.75,24.47,18.02,13.97,18.38,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
