报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.57,0.21,0.4,0.21,0.51,0.4,0.18,0.23,0.14,0.25,0.21,0.13,0.32,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,2.96,2.92,2.7,2.58,2.84,2.95,3.99,3.56,3.57,2.27,1.87,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.86,1.09,0.36,0.58,0.53,0.61,0.96,0.69,0.45,0,0,0,
主营业务收入(万元),638627,577604,584653,393374,453915,388515,305088,397089,262727,236929,207593,187166,184269,160831,153226,123279,80270,68166,49298,31965,
主营业务利润(万元),334045,286033,264062,203693,228771,203259,155605,188964,138136,145933,123352,95166,105290,105888,99372,82959,48458,45363,32270,15398,
营业利润(万元),191081,113321,148502,91312,148429,107795,38185,66543,39748,67771,65848,38257,89219,84077,81644,77179,41615,37432,25652,9685,
投资收益(万元),25260,6821,35242,34783,41162,41709,34303,10960,8381,5800,3681,-708,-123,-122,117,294,74,0,0,0,
营业外收支净额(万元),1318,-1162,-137,2199,-3053,359,8729,-702,380,4487,-5582,381,--,503,267,68,399,0,0,0,
利润总额(万元),192399,112159,148365,93511,145376,108153,46914,65841,40128,72258,60266,38638,88647,84459,82028,77542,42088,37489,25595,9679,
净利润(万元),146015,79880,117291,74814,114454,89034,39459,51982,29771,52652,44476,27505,59021,56516,55405,51765,27126,30692,25595,8361,
净利润(扣除非经常性损益后)(万元),140618,80660,114796,71928,115717,86378,32980,51000,27458,51875,47853,27219,59447,56179,55231,51713,26859,30646,25652,0,
经营活动产生的现金流量净额(万元),323601,460953,291603,337051,257412,254122,217858,186436,184616,233062,76127,121923,97772,96739,100827,72129,47144,49130,33944,0,
现金及现金等价物净增加额(万元),-153534,59870,18466,-137055,43084,-97302,159761,-10364,-91504,70792,33384,65708,-77002,128703,-21580,-107931,137216,57393,16524,0,
总资产(万元),4881293,5014784,5024104,4835763,4740685,3931426,3534813,3104496,3037939,2835290,2195287,1914776,1664077,1165349,654331,542107,474018,325295,271730,227866,
流动资产(万元),555836,589521,338945,344234,489187,486234,586958,318674,353510,456340,429310,286093,190016,229341,97195,116664,213575,77276,23031,2063,
总负债(万元),3661131,3893672,3692889,3606967,3526531,3156523,2836074,2422018,2401640,2208287,1613241,1365946,1140483,699676,234482,168219,99396,150553,127680,109411,
流动负债(万元),1320381,1146991,1203862,1361115,1163854,842147,838995,960220,773530,657850,463086,502627,346482,169994,65845,58674,26396,57553,44680,82411,
股东权益不含少数股东权益(万元),1211688,1111721,1326493,1225791,1211051,772686,697070,679675,633884,624526,579636,546642,523393,464673,418850,373887,374622,174742,144050,118455,
净资产收益率加权(%),12.94,4.06,9.69,5.42,13.86,12.11,5.73,7.91,4.74,8.78,7.92,5.14,11.95,12.79,13.95,13.67,10.42,19.26,19.5,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
