报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.14,0.51,0.48,0.33,0.56,0.65,0.78,0.59,0.8,0.57,0.54,0.5,0.42,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,4.74,4.27,4,3.79,3.46,2.09,2.02,1.98,1.91,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,1.02,2.67,2.67,-0.2,1.17,1.27,0.68,0.73,1.21,
主营业务收入(万元),558133,522535,419930,447281,469302,547019,575809,523100,407407,273880,209717,181146,136497,78407,61377,51210,40837,
主营业务利润(万元),45920,58178,45550,44825,45568,48005,43847,40186,33452,25587,20679,18656,15653,12237,11810,11678,10638,
营业利润(万元),9639,24029,19429,20102,25612,23058,18471,15510,12369,9101,7171,6637,5317,3404,3669,3493,3024,
投资收益(万元),3531,1966,2484,177,904,579,102,61,251,66,59,97,73,132,151,52,251,
营业外收支净额(万元),-484,917,5217,-5060,799,669,492,361,58,72,93,16,--,10,0,0,0,
利润总额(万元),9155,24945,24646,15042,26411,23727,18963,15871,12427,9173,7264,6653,5445,3781,3841,3539,3415,
净利润(万元),5861,21220,20069,13427,22800,19918,15947,12058,9060,6485,6177,5663,4587,3172,3078,2908,2840,
净利润(扣除非经常性损益后)(万元),1338,17927,9937,17640,22134,18947,15247,11777,9024,6478,6106,5641,4417,2875,2612,2526,2522,
经营活动产生的现金流量净额(万元),33823,-2883,420,41717,50409,12895,39618,5283,11617,30470,30430,-2285,13301,10809,5798,6213,10314,
现金及现金等价物净增加额(万元),40909,-7290,-27147,-12069,42342,2523,26567,-16353,-2552,24326,24913,-9063,24653,5883,1492,776,10312,
总资产(万元),430310,430284,393136,379902,352512,323958,338333,290714,237732,194218,138524,117908,102260,46154,37589,31880,29122,
流动资产(万元),392105,394868,356188,340742,311197,284506,305707,263959,214536,179123,123242,101845,87381,36356,28495,22867,21546,
总负债(万元),291211,287013,261304,264344,242401,235399,267359,231870,179106,141430,88530,70764,59179,25870,18077,12920,11157,
流动负债(万元),288830,284243,258074,262508,240593,233876,266426,231423,178747,141284,88336,70738,59177,25868,18061,12910,11142,
股东权益不含少数股东权益(万元),139099,143271,131832,115558,110110,88559,70974,58844,53989,48625,45598,43224,39457,17760,17135,16814,16203,
净资产收益率加权(%),4.14,15.43,16.2,11.91,23.13,25.12,24.73,20.98,17.76,13.93,14.07,13.75,13.22,18.41,18.38,17.84,19.36,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
