报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.24,0.27,0.29,0.36,0.42,0.84,0.92,0.73,0.54,0.48,0.4,0.39,0.32,
每股净资产(元),--,--,--,--,--,--,--,--,6.67,6.21,1.99,1.72,1.48,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,-0.13,0.54,0.6,0.09,0.22,
主营业务收入(万元),368120,352869,318241,313921,330588,326411,305255,234870,168656,134772,123512,117401,93731,
主营业务利润(万元),149238,146421,127919,122068,130683,128796,120544,101858,76762,59549,49664,51149,43285,
营业利润(万元),20351,23912,23568,19939,23570,27196,31251,26876,17008,10877,9625,9896,5793,
投资收益(万元),5,2962,9976,11981,3688,2805,5388,-193,--,--,-0,-15,0,
营业外收支净额(万元),2573,2042,2993,11959,14872,10905,11470,9867,8245,6253,5667,5531,5334,
利润总额(万元),22924,25954,26561,31898,38441,38101,42720,36743,25253,17130,15293,15427,11127,
净利润(万元),18788,21700,23801,29594,34412,34078,37050,29461,21666,15346,12712,12507,10355,
净利润(扣除非经常性损益后)(万元),16485,19939,21306,26132,32568,32123,36282,28532,20579,14715,11895,11157,9107,
经营活动产生的现金流量净额(万元),86075,51919,41145,15127,7192,1121,-6204,1190,-5200,21810,19154,2872,6965,
现金及现金等价物净增加额(万元),59772,15973,-234,-10517,5567,-9802,-7983,-66256,3194,104191,5664,-1899,515,
总资产(万元),583295,562867,550842,552299,557196,507536,470936,427027,351743,358629,154741,156226,135607,
流动资产(万元),474416,440914,408725,409274,425611,394519,377545,343363,323318,335833,133482,132526,116384,
总负债(万元),193978,167600,155484,167159,187933,163172,151210,138611,77548,109656,89093,99495,88168,
流动负债(万元),190000,164093,150982,161748,182246,151224,143351,125717,76747,109228,87709,99129,84911,
股东权益不含少数股东权益(万元),391749,397242,394888,384876,368166,343895,318746,288415,271165,248742,63400,54713,47048,
净资产收益率加权(%),4.78,5.47,6.14,7.86,9.69,10.29,12.24,10.26,8.37,22.95,21.11,25,24.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
