报告日期,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.17,-0.77,-0.3,0.08,0.17,0.14,0.21,0.14,0.12,0.08,0.09,0.07,0.09,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.77,3.66,3.68,3.59,3.52,3.33,3.3,3.12,3.87,3.72,1.6,1.25,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.02,0.81,-0.51,1.31,-0.13,-0.27,-0.56,0.3,-0.17,0.32,0.18,-0.29,0,--,
主营业务收入(万元),341603,352095,380512,368941,338416,278338,196002,167620,166651,156214,144332,161533,138334,134281,124239,94748,52370,32758,26778,20361,16688,15572,
主营业务利润(万元),54373,21443,50885,59831,55062,42509,30429,25889,25645,21075,20545,19382,18107,17107,17853,15042,7899,6766,5918,4238,3912,3318,
营业利润(万元),9486,-41051,-18124,10220,10077,6086,4688,2354,1990,1455,1517,871,1843,3172,5900,7905,3110,3900,3576,2420,1822,1357,
投资收益(万元),3029,882,2918,1727,79,27,59,219,67,84,45,2,0,19,-113,5,11,0,0,0,0,0,
营业外收支净额(万元),299,5,-516,-1776,1093,1719,825,404,672,329,697,--,--,70,-81,-92,-78,-38,0,0,0,--,
利润总额(万元),9785,-41046,-18640,8444,11170,7805,5512,2758,2661,1785,2214,1771,2423,3407,5945,7875,3174,3862,3505,2394,1777,1317,
净利润(万元),9065,-42167,-16674,4443,8396,5578,4010,1900,1611,1131,1249,959,1208,1961,2427,4635,1560,2366,2141,1471,1337,929,
净利润(扣除非经常性损益后)(万元),1604,-48266,-18818,6764,7178,4011,3160,1288,940,656,477,398,-113,1787,2270,3614,1470,2391,0,0,0,--,
经营活动产生的现金流量净额(万元),55461,-3079,-21501,7383,186,-42346,-9661,7824,249,11338,-7187,18370,-1853,-3714,-7818,4132,-1762,3242,1104,-1746,0,--,
现金及现金等价物净增加额(万元),-3548,14353,-193,17659,11244,-19709,32602,-8888,2948,-375,-11423,15085,-7489,3594,-3850,7069,-2384,28242,2862,-648,0,--,
总资产(万元),714495,809338,833040,797228,687830,476126,346031,212411,234648,202773,210531,204829,186955,189882,166036,136937,98791,66542,27540,22188,0,--,
流动资产(万元),516320,591778,615735,616386,528381,411617,307786,183182,204826,175350,182646,177109,158462,163691,144220,120108,84313,0,--,0,0,--,
总负债(万元),507265,611011,595720,538226,429145,341564,215758,157333,181462,151114,157850,153403,136190,141884,118603,91059,58767,29242,17928,14717,--,--,
流动负债(万元),466999,549900,548977,491195,418705,335977,212140,155755,179192,132600,138029,153082,135569,137663,110222,91059,58767,0,--,0,0,--,
股东权益不含少数股东权益(万元),200734,191888,234065,253441,254470,133450,129921,54688,52767,51214,51478,50227,49267,46625,46191,43708,38783,37211,9612,7471,0,--,
净资产收益率加权(%),4.62,-19.8,-6.83,1.75,3.92,4.24,3.62,3.53,3.1,2.21,2.46,1.93,2.48,4.16,5.4,11.24,4,10.11,22.28,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
