_id,policyTitle,sourceType,sourceYear,title,stockCode,stockName,parentIndustry,industry,provinces,actualControllerType,link,amountMention,natureOfCompanyInvolvement,otherComments,section,location,mentionPrevious,mention,mentionNext
"""5fab678b0091c9411f2bc49c""",高档数控机床和机器人,年度报告,2019,铂力特：2019年年度报告,688333.SH,铂力特,制造业,通用设备制造业,陕西省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/688333/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,323,,程、10大战略领域和若干重大政策举措。在这十大战略领域中，高档数控机床和机器人发展战略中，增材制造是重点发展的装备和技术之一；新材料发展战略中，3D打印用材料被明确提出作为重点发展的方向；生物医药及高性能医疗器械发展战略中，发展医用增材制造技术（3D打印技术,
"""5fab678b0091c9411f2bc49d""",高档数控机床和机器人,年度报告,2019,兴业股份：2019年年度报告,603928.SH,兴业股份,制造业,化学原料及化学制品制造业,江苏省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/603928/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,207,,10月29日）中国共产党第十八届中央委员会第五次全体会议加快突破新一代信息通信、新能源、新材料、航空航天、生物医药、智能制造等领域核心技术。实施智能制造工程，构建新型制造体系，促进新一代信息通信技术、高档数控机床和机器人、航空航天装备、海洋工程装备及高技术船舶、先进轨道交通装备、节能与新能源汽车、电力装备、农机装备、新材料、生物医药及高性能医疗器械等产业发展壮大。2中共中央关于制定国民经济和社会发,
