_id,policyTitle,sourceType,sourceYear,title,stockCode,stockName,parentIndustry,industry,provinces,actualControllerType,link,policyMention1,amountMention1,policyMention2,amountMention2,policyMention3,amountMention3,natureOfCompanyInvolvement,otherComments
"""5fab677f0091c9411f2bc2d8""",科改示范行动,年度报告,2019,海南橡胶：2019年年度报告（修订稿）,601118.SH,海南橡胶,农、林、牧、渔业,农业,海南省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/601118/page_type/ndbg.phtml,,,,,,,,
"""5fab677f0091c9411f2bc2d9""",科改示范行动,年度报告,2019,雪峰科技：2019年年度报告,603227.SH,雪峰科技,制造业,化学原料及化学制品制造业,新疆维吾尔自治区,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/603227/page_type/ndbg.phtml,,,,,,,,
"""5fab677f0091c9411f2bc2da""",科改示范行动,年度报告,2019,建科院：2019年年度报告,300675.SZ,建科院,科学研究和技术服务业,专业技术服务业,广东省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300675/page_type/ndbg.phtml,,,,,,,,
"""5fab677f0091c9411f2bc2db""",科改示范行动,年度报告,2019,国统股份：2019年年度报告（更新后）,002205.SZ,国统股份,制造业,非金属矿物制品业,新疆维吾尔自治区,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002205/page_type/ndbg.phtml,,,,,,,,
"""5fab677f0091c9411f2bc2de""",科改示范行动,年度报告,2019,烽火电子：2019年年度报告摘要,000561.SZ,烽火电子,制造业,计算机、通信和其他电子设备制造业,陕西省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000561/page_type/ndbg.phtml,,,,,,,,
