_id,policyTitle,sourceType,sourceYear,title,stockCode,stockName,parentIndustry,industry,provinces,actualControllerType,link,policyMention1,amountMention1,policyMention2,amountMention2,policyMention3,amountMention3,natureOfCompanyInvolvement,otherComments
"""5fab677d0091c9411f2bc28a""",物联网与智慧城市关键技术及示范,年度报告,2019,东方明珠：2019年年度报告,600637.SH,东方明珠,信息传输、软件和信息技术服务业,电信、广播电视和卫星传输传输服务,上海市,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600637/page_type/ndbg.phtml,,,,,,,,
"""5fab677d0091c9411f2bc28c""",物联网与智慧城市关键技术及示范,年度报告,2019,唐源电气：2019年年度报告,300789.SZ,唐源电气,信息传输、软件和信息技术服务业,软件和信息技术服务业,四川省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300789/page_type/ndbg.phtml,,,,,,,,
"""5fab677d0091c9411f2bc28d""",物联网与智慧城市关键技术及示范,年度报告,2019,久远银海：2019年年度报告,002777.SZ,久远银海,信息传输、软件和信息技术服务业,软件和信息技术服务业,四川省,中央国家机关,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002777/page_type/ndbg.phtml,,,,,,,,
"""5fab677d0091c9411f2bc28f""",物联网与智慧城市关键技术及示范,年度报告,2019,旋极信息：2019年年度报告,300324.SZ,旋极信息,信息传输、软件和信息技术服务业,软件和信息技术服务业,北京市,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300324/page_type/ndbg.phtml,,,,,,,,
"""5fab677d0091c9411f2bc291""",物联网与智慧城市关键技术及示范,年度报告,2019,网宿科技：2019年年度报告,300017.SZ,网宿科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,上海市,无实际控制人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300017/page_type/ndbg.phtml,,,,,,,,
"""5fab677d0091c9411f2bc293""",物联网与智慧城市关键技术及示范,年度报告,2019,千方科技：2019年年度报告,002373.SZ,千方科技,信息传输、软件和信息技术服务业,软件和信息技术服务业,北京市,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002373/page_type/ndbg.phtml,,,,,,,,
