日播时尚,603196,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1000,721,279,27.92%,1.48%
华中,3884,1591,2293,59.04%,12.17%
西北,1353,549,804,59.43%,4.27%
西南,1945,817,1127,57.97%,5.99%
东北,1639,752,887,54.11%,4.71%
华南,3436,1322,2114,61.52%,11.23%
华北,6160,2285,3875,62.91%,20.57%
华东,6972,2565,4407,63.21%,23.4%
网络,4739,1692,3047,64.3%,16.18%

日播时尚,603196,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北,24960,8507,16453,65.92%,25.47%
其他（补充）,3203,2721,482,15.06%,0.75%
西南,5771,2465,3306,57.28%,5.12%
网络,11304,5872,5433,48.06%,8.41%
华中,16413,6384,10029,61.11%,15.53%
西北,4993,2051,2942,58.93%,4.55%
东北,8089,3815,4273,52.83%,6.62%
华东,24445,10512,13933,57%,21.57%
华南,12261,4519,7742,63.14%,11.99%

日播时尚,603196,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,2215,880,1335,60.28%,4.29%
东北,3726,1584,2142,57.49%,6.88%
华东,12046,4798,7248,60.17%,23.27%
其他（补充）,1245,1264,-19,-1.55%,-0.06%
西南,2677,1141,1536,57.38%,4.93%
电商,5091,2366,2725,53.53%,8.75%
华中,7052,2543,4509,63.94%,14.48%
华南,6603,2516,4087,61.89%,13.12%
华北,11152,3573,7579,67.96%,24.34%

日播时尚,603196,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华南,11809,4264,7544,63.89%,11.13%
华东,24240,9469,14771,60.94%,21.79%
西北,5273,2189,3083,58.48%,4.55%
东北,7986,3339,4647,58.19%,6.85%
网络,10974,5630,5344,48.69%,7.88%
华中,16870,6452,10417,61.75%,15.36%
其他（补充）,2519,2132,387,15.37%,0.57%
西南,7114,2963,4151,58.34%,6.12%
华北,26428,8974,17455,66.05%,25.74%

日播时尚,603196,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东,21459,9196,12264,57.15%,19.01%
其他（补充）,2228,1791,437,19.61%,0.68%
华北,24028,7547,16481,68.59%,25.55%
西北,5681,2296,3385,59.58%,5.25%
华中,14313,5376,8937,62.44%,13.86%
华南,12455,4374,8081,64.88%,12.53%
东北,8902,3548,5354,60.14%,8.3%
西南,7091,3152,3938,55.54%,6.11%
网络,11190,5571,5618,50.21%,8.71%

日播时尚,603196,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北,5387,-- ,5387,--,5.68%
网络,9921,-- ,9921,--,10.45%
华南,12728,-- ,12728,--,13.41%
华北,20887,-- ,20887,--,22.01%
东北,7436,-- ,7436,--,7.84%
华中,10476,-- ,10476,--,11.04%
其他（补充）,1609,-- ,1609,--,1.7%
西南,4954,-- ,4954,--,5.22%
华东,21495,-- ,21495,--,22.65%

日播时尚,603196,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,1494,-- ,1494,--,1.66%
西南,5893,-- ,5893,--,6.56%
华中,10288,-- ,10288,--,11.46%
华北,18744,-- ,18744,--,20.88%
网络,7580,-- ,7580,--,8.44%
华南,11852,-- ,11852,--,13.2%
西北,5079,-- ,5079,--,5.66%
东北,6531,-- ,6531,--,7.27%
华东,22309,-- ,22309,--,24.85%

日播时尚,603196,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南,5813,-- ,5813,--,6.38%
网络,8084,-- ,8084,--,8.87%
其他（补充）,2773,-- ,2773,--,3.04%
华南,11377,-- ,11377,--,12.49%
华中,9428,-- ,9428,--,10.35%
西北,4743,-- ,4743,--,5.21%
东北,6327,-- ,6327,--,6.94%
华北,17217,-- ,17217,--,18.9%
华东,25348,-- ,25348,--,27.82%

