老板电器,002508,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,6431,2084,4347,67.6%,1.9%
华中地区,30133,-- ,30133,--,13.16%
西北地区,13547,-- ,13547,--,5.92%
西南地区,24269,-- ,24269,--,10.6%
东北地区,16967,-- ,16967,--,7.41%
华南地区,45112,21355,23757,52.66%,10.38%
华北地区,29232,-- ,29232,--,12.77%
华东地区,154350,68768,85583,55.45%,37.39%
境外地区,1076,-- ,1076,--,0.47%

老板电器,002508,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区-主营产品,329582,144497,185086,56.16%,37.69%
华中地区,80854,40426,40427,50%,8.23%
西南地区,61804,-- ,61804,--,12.59%
华北地区,90601,36854,53748,59.32%,10.95%
华东地区-其他,17128,-- ,17128,--,3.49%
华南地区,111007,56576,54431,49.03%,11.08%
境外地区,4355,-- ,4355,--,0.89%
东北地区,41669,-- ,41669,--,8.49%
其他(补充),-- ,6652,-6652,--,-1.35%
西北地区,39058,-- ,39058,--,7.95%

老板电器,002508,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区-其他,7520,-- ,7520,--,3.11%
西南地区,28658,-- ,28658,--,11.84%
华北地区,42873,17163,25710,59.97%,10.62%
东北地区,20714,-- ,20714,--,8.56%
其他(补充),-- ,2832,-2832,--,-1.17%
西北地区,17836,-- ,17836,--,7.37%
华中地区,34869,-- ,34869,--,14.4%
华东地区,154688,70239,84449,54.59%,34.88%
境外地区,2021,-- ,2021,--,0.83%
华南地区,43562,20389,23173,53.2%,9.57%

老板电器,002508,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,65848,-- ,65848,--,13.98%
华北地区,92015,38439,53576,58.23%,11.37%
境外地区,2701,-- ,2701,--,0.57%
其他(补充),-- ,9097,-9097,--,-1.93%
西北地区,38320,-- ,38320,--,8.13%
华中地区,74791,37306,37485,50.12%,7.96%
华东地区-其他,20490,-- ,20490,--,4.35%
东北地区,45494,-- ,45494,--,9.66%
华南地区,92752,46343,46409,50.04%,9.85%
华东地区-主营产品,310077,140168,169909,54.8%,36.06%

老板电器,002508,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华南地区,39319,18939,20380,51.83%,8.62%
华东地区,152741,73454,79287,51.91%,33.53%
境外地区,1012,-- ,1012,--,0.43%
东北地区,23594,-- ,23594,--,9.98%
西南地区,31480,-- ,31480,--,13.31%
华中地区,32569,-- ,32569,--,13.77%
华东地区-其他,10236,4446,5791,56.57%,2.45%
西北地区,18520,-- ,18520,--,7.83%
华北地区,40195,16333,23862,59.37%,10.09%

老板电器,002508,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北地区,89694,37013,52680,58.73%,11.14%
境外地区,1589,-- ,1589,--,0.34%
华东地区,326951,133701,193250,59.11%,40.88%
西南地区,55740,-- ,55740,--,11.79%
华南地区,80074,38775,41299,51.58%,8.74%
东北地区,41805,-- ,41805,--,8.84%
其他(补充),-- ,19502,-19502,--,-4.13%
西北地区,40197,-- ,40197,--,8.5%
华中地区,65690,-- ,65690,--,13.9%

老板电器,002508,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,17249,-- ,17249,--,7.12%
华东地区,194398,77376,117022,60.2%,48.28%
华中地区,21259,-- ,21259,--,8.77%
华北地区,30973,-- ,30973,--,12.78%
境外地区,482,-- ,482,--,0.2%
西北地区,14505,-- ,14505,--,5.98%
华南地区,20133,-- ,20133,--,8.31%
东北地区,13652,-- ,13652,--,5.63%
华东地区-其他,7124,-- ,7124,--,2.94%

老板电器,002508,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,15368,11088,4279,27.85%,1.06%
境外地区,1296,-- ,1296,--,0.32%
西南地区,29553,-- ,29553,--,7.32%
西北地区,19917,-- ,19917,--,4.93%
东北地区,23772,-- ,23772,--,5.89%
华北地区,58433,-- ,58433,--,14.47%
华中地区,33279,-- ,33279,--,8.24%
华南地区,38152,22772,15380,40.31%,3.81%
华东地区,359719,141695,218024,60.61%,53.98%

老板电器,002508,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1737,442,1295,74.57%,0.72%
