京北方,002987,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外,20,-- ,20,--,0.05%
中南区,10349,7330,3019,29.17%,8.11%
西北区,1563,-- ,1563,--,4.2%
西南区,8319,-- ,8319,--,22.36%
东北区,6729,-- ,6729,--,18.08%
华南区,12901,9350,3551,27.52%,9.54%
华北区,41187,31683,9504,23.08%,25.54%
华东区,15601,11093,4509,28.9%,12.12%

京北方,002987,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北区,68779,-- ,68779,--,40.77%
西南区,12957,-- ,12957,--,7.68%
华南区,21552,-- ,21552,--,12.78%
境外,398,-- ,398,--,0.24%
东北区,13084,-- ,13084,--,7.76%
华东区,29457,-- ,29457,--,17.46%
西北区,3040,-- ,3040,--,1.8%
中南区,19428,-- ,19428,--,11.52%

京北方,002987,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北区,44874,-- ,44874,--,36.6%
西南区,9681,-- ,9681,--,7.9%
华南区,16780,-- ,16780,--,13.69%
西北区,3726,-- ,3726,--,3.04%
中南区,13764,-- ,13764,--,11.23%
东北区,9849,-- ,9849,--,8.03%
华东区,23618,-- ,23618,--,19.26%
境外,306,-- ,306,--,0.25%

京北方,002987,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
境外,609,-- ,609,--,0.6%
东北区,5629,-- ,5629,--,5.57%
华东区,14777,-- ,14777,--,14.63%
西南区,8837,-- ,8837,--,8.75%
西北区,4242,-- ,4242,--,4.2%
中南区,8656,-- ,8656,--,8.57%
华北区,46006,-- ,46006,--,45.56%
华南区,12223,-- ,12223,--,12.1%

