奇安信,688561,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),479,-- ,479,--,0.15%
境外,366,-- ,366,--,0.12%
华中地区,28996,-- ,28996,--,9.19%
西北地区,13802,-- ,13802,--,4.38%
西南地区,28532,-- ,28532,--,9.05%
东北地区,16934,-- ,16934,--,5.37%
华南地区,36770,-- ,36770,--,11.66%
华北地区,108890,-- ,108890,--,34.52%
华东地区,80644,-- ,80644,--,25.57%

奇安信,688561,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),2184,-- ,2184,--,1.2%
境外,810,-- ,810,--,0.45%
华中地区,12808,-- ,12808,--,7.05%
西北地区,4505,-- ,4505,--,2.48%
西南地区,18271,-- ,18271,--,10.06%
东北地区,7248,-- ,7248,--,3.99%
华南地区,17601,-- ,17601,--,9.69%
华北地区,48612,-- ,48612,--,26.76%
华东地区,69638,-- ,69638,--,38.33%

奇安信,688561,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1662,-- ,1662,--,2.02%
境外,167,-- ,167,--,0.2%
华中地区,4797,-- ,4797,--,5.84%
西北地区,3727,-- ,3727,--,4.54%
西南地区,6300,-- ,6300,--,7.67%
东北地区,5295,-- ,5295,--,6.45%
华南地区,8801,-- ,8801,--,10.72%
华北地区,30312,-- ,30312,--,36.91%
华东地区,21064,-- ,21064,--,25.65%

