远望谷,002161,收入构成,报告日期,2020-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,990,97,892,90.16%,8.74%
华中地区,1139,-- ,1139,--,11.16%
西北地区,909,-- ,909,--,8.91%
西南地区,486,-- ,486,--,4.77%
东北地区,487,-- ,487,--,4.78%
华南地区,3309,2211,1098,33.17%,10.76%
华北地区,1564,-- ,1564,--,15.33%
华东地区,2342,1782,560,23.92%,5.49%
国外地区,8655,5589,3067,35.43%,30.06%

远望谷,002161,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,2101,300,1802,85.74%,5.45%
西南地区,2821,-- ,2821,--,8.53%
华中地区,2137,-- ,2137,--,6.46%
华北地区,4361,-- ,4361,--,13.18%
西北地区,2282,-- ,2282,--,6.9%
华南地区,6498,3999,2499,38.46%,7.55%
国外地区,22853,15554,7299,31.94%,22.06%
东北地区,1650,-- ,1650,--,4.99%
华东地区,18182,9948,8234,45.29%,24.89%

远望谷,002161,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区,12592,6533,6058,48.11%,36.39%
东北地区,579,-- ,579,--,3.48%
华北地区,1506,-- ,1506,--,9.04%
国外地区,9484,6595,2890,30.47%,17.35%
其他（补充）,966,164,802,83.01%,4.82%
西南地区,1415,-- ,1415,--,8.5%
华中地区,1088,-- ,1088,--,6.54%
西北地区,563,-- ,563,--,3.38%
华南地区,1750,-- ,1750,--,10.51%

远望谷,002161,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,2062,-- ,2062,--,9.71%
华中地区,2446,-- ,2446,--,11.52%
华北地区,4046,-- ,4046,--,19.05%
国外地区,20217,14579,5638,27.89%,26.55%
东北地区,1339,-- ,1339,--,6.31%
华东地区,5818,3695,2123,36.48%,10%
华南地区,4403,3643,761,17.27%,3.58%
其他(补充),1884,637,1247,66.18%,5.87%
西北地区,1574,-- ,1574,--,7.41%

远望谷,002161,收入构成,报告日期,2018-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,715,-- ,715,--,7.26%
其他(补充),786,184,601,76.54%,6.11%
华东地区,3457,2525,932,26.95%,9.46%
国外地区,9787,7026,2761,28.21%,28.03%
东北地区,500,-- ,500,--,5.07%
华北地区,1544,-- ,1544,--,15.67%
华南地区,1646,-- ,1646,--,16.71%
西南地区,863,-- ,863,--,8.76%
西北地区,288,-- ,288,--,2.92%

远望谷,002161,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,1838,563,1275,69.39%,5.99%
西南地区,2080,1412,668,32.11%,3.13%
华北地区,3215,1796,1418,44.12%,6.66%
国外地区,22371,14817,7554,33.77%,35.45%
东北地区,1129,466,663,58.7%,3.11%
华东地区,7381,5264,2117,28.68%,9.94%
其他（补充）,2452,336,2115,86.29%,9.93%
西北地区,1938,854,1084,55.94%,5.09%
华南地区,8402,3988,4413,52.53%,20.71%

远望谷,002161,收入构成,报告日期,2017-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,732,101,631,86.17%,6.78%
国外地区,11683,7722,3961,33.9%,42.59%
西南地区,920,622,298,32.39%,3.2%
西北地区,721,236,485,67.23%,5.22%
东北地区,843,413,430,51%,4.62%
华中地区,1360,566,794,58.36%,8.54%
华南地区,2088,1031,1057,50.6%,11.36%
华东地区,2408,1110,1298,53.91%,13.96%
华北地区,944,597,347,36.8%,3.74%

远望谷,002161,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华南地区,4861,2926,1935,39.8%,8.73%
华东地区,8347,4500,3847,46.08%,17.36%
华北地区,3691,1878,1813,49.12%,8.18%
其他（补充）,905,170,734,81.17%,3.31%
国外地区,22711,14374,8338,36.71%,37.63%
西南地区,1579,967,612,38.74%,2.76%
西北地区,3531,1096,2435,68.95%,10.99%
东北地区,1230,265,965,78.49%,4.36%
华中地区,1792,312,1480,82.6%,6.68%

远望谷,002161,收入构成,报告日期,2016-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他（补充）,629,15,615,97.68%,6.57%
国外销售,9821,6257,3564,36.29%,38.08%
西南地区,879,470,409,46.56%,4.37%
西北地区,830,400,430,51.85%,4.6%
东北地区,295,178,117,39.69%,1.25%
华中地区,642,309,333,51.89%,3.56%
华南地区,1763,1012,750,42.56%,8.02%
华东地区,3090,1040,2051,66.35%,21.91%
华北地区,1899,810,1089,57.33%,11.64%

远望谷,002161,收入构成,报告日期,2015-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他业务,1335,2,1333,99.86%,6.8%
国外地区,10992,7338,3653,33.24%,18.63%
西南地区,4382,2554,1828,41.71%,9.32%
西北地区,2739,879,1860,67.91%,9.48%
东北地区,1103,665,438,39.73%,2.23%
华中地区,6783,4797,1986,29.28%,10.12%
华南地区,4144,1828,2316,55.88%,11.81%
华东地区,13467,9621,3846,28.56%,19.61%
华北地区,5784,3430,2354,40.71%,12%

远望谷,002161,收入构成,报告日期,2015-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东地区,6790,5756,1034,15.23%,16.55%
华北地区,1763,1032,730,41.44%,11.69%
其他(补充),354,67,287,81.13%,4.6%
国外销售,3712,2109,1603,43.18%,25.66%
西北地区,1343,824,519,38.65%,8.31%
华南地区,1391,656,734,52.8%,11.75%
西南地区,1160,840,320,27.58%,5.12%
华中地区,2615,1800,815,31.17%,13.05%
东北地区,456,252,204,44.75%,3.27%

远望谷,002161,收入构成,报告日期,2014-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西南地区,3895,2725,1170,30.03%,5.81%
华中地区,3890,1910,1980,50.9%,9.84%
华北地区,8197,4395,3802,46.39%,18.9%
国外地区,6350,4634,1716,27.02%,8.53%
东北地区,1318,772,546,41.43%,2.72%
华东地区,31979,25712,6268,19.6%,31.16%
其他（补充）,1880,320,1559,82.96%,7.75%
西北地区,3060,1528,1532,50.07%,7.62%
华南地区,3640,2098,1542,42.36%,7.67%

远望谷,002161,收入构成,报告日期,2014-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
西北地区,1297,583,715,55.09%,11.48%
华中地区,1009,650,359,35.57%,5.76%
其他(补充),619,-- ,619,--,9.93%
西南地区,1168,802,366,31.34%,5.88%
国外销售,2407,1991,416,17.29%,6.68%
华南地区,918,611,307,33.42%,4.93%
东北地区,36,12,24,66.99%,0.39%
华北地区,2418,1362,1057,43.69%,16.97%
华东地区,16436,14071,2364,14.39%,37.97%

远望谷,002161,收入构成,报告日期,2013-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),1194,-- ,1194,--,7.11%
国外,2603,2103,500,19.21%,2.98%
西南,2631,1591,1041,39.55%,6.2%
西北,2076,1203,873,42.05%,5.2%
东北,935,459,476,50.9%,2.84%
华中,3555,2201,1353,38.07%,8.07%
华南,3357,1620,1737,51.75%,10.36%
华东,29941,24185,5756,19.23%,34.31%
华北,7819,3972,3847,49.2%,22.93%

远望谷,002161,收入构成,报告日期,2013-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),335,-- ,335,--,3%
西南地区,1211,605,606,50.07%,5.43%
西北地区,1053,466,587,55.75%,5.26%
境外销售,1602,1086,515,32.18%,4.61%
华中地区,1147,401,747,65.08%,6.69%
华南地区,2579,1444,1134,43.98%,10.15%
华东地区,15007,10793,4214,28.08%,37.73%
华北地区,3692,820,2872,77.79%,25.71%
东北地区,277,118,159,57.48%,1.43%

远望谷,002161,收入构成,报告日期,2012-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),368,41,326,88.73%,1.5%
国外地区,2009,1273,736,36.63%,3.39%
西南地区,3164,1774,1389,43.92%,6.4%
西北地区,2223,1003,1220,54.89%,5.62%
东北地区,786,337,449,57.16%,2.07%
华中地区,1622,710,913,56.26%,4.2%
华南地区,8367,4047,4320,51.63%,19.88%
华东地区,16217,11260,4956,30.56%,22.81%
华北地区,11116,3701,7415,66.71%,34.13%

远望谷,002161,收入构成,报告日期,2012-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),144,-- ,144,--,1.52%
西北地区,1557,777,779,50.07%,8.25%
华中地区,786,361,425,54.09%,4.5%
华东地区,2152,782,1370,63.65%,14.5%
华南地区,3208,1290,1918,59.8%,20.31%
华北地区,4363,1001,3362,77.06%,35.59%
西南地区,1774,1082,692,39.02%,7.33%
东北地区,423,204,219,51.78%,2.32%
境外销售,1331,793,538,40.41%,5.69%

远望谷,002161,收入构成,报告日期,2011-12-31,
