科拓生物,300858,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,4079,-- ,4079,--,13.24%
西北地区,4165,-- ,4165,--,13.52%
西南地区,1560,-- ,1560,--,5.06%
东北地区,1703,-- ,1703,--,5.53%
华南地区,307,-- ,307,--,1%
华北地区,10541,-- ,10541,--,34.21%
华东地区,8302,-- ,8302,--,26.95%
未分配,152,-- ,152,--,0.49%

科拓生物,300858,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,4273,-- ,4273,--,13.44%
西北地区,3408,-- ,3408,--,10.72%
西南地区,1166,-- ,1166,--,3.67%
东北地区,2427,-- ,2427,--,7.63%
华南地区,1507,-- ,1507,--,4.74%
华北地区,10450,-- ,10450,--,32.87%
华东地区,8519,-- ,8519,--,26.8%
未分配,39,-- ,39,--,0.12%

科拓生物,300858,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,7318,-- ,7318,--,25.79%
西北地区,2206,-- ,2206,--,7.78%
西南地区,1892,-- ,1892,--,6.67%
东北地区,1819,-- ,1819,--,6.41%
华南地区,92,-- ,92,--,0.33%
华北地区,8114,-- ,8114,--,28.6%
华东地区,6896,-- ,6896,--,24.3%
未分配,38,-- ,38,--,0.14%

