秦川物联,688528,收入构成,报告日期,2019-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华东,2789,-- ,2789,--,11.38%
西南,6398,-- ,6398,--,26.12%
华南,174,-- ,174,--,0.71%
东北,721,-- ,721,--,2.95%
华北,4911,-- ,4911,--,20.05%
西北,3828,-- ,3828,--,15.63%
华中,5625,-- ,5625,--,22.97%
海外,47,-- ,47,--,0.19%

秦川物联,688528,收入构成,报告日期,2019-06-30,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华北地区,1967,-- ,1967,--,19.45%
华中地区,2504,-- ,2504,--,24.76%
海外地区,26,-- ,26,--,0.26%
华东地区,847,-- ,847,--,8.37%
西南地区,2429,-- ,2429,--,24.02%
华南地区,30,-- ,30,--,0.3%
西北地区,2006,-- ,2006,--,19.84%
东北地区,304,-- ,304,--,3%

秦川物联,688528,收入构成,报告日期,2018-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
其他(补充),24,-- ,24,--,0.12%
东北地区,569,-- ,569,--,2.81%
华北地区,3628,-- ,3628,--,17.9%
西北地区,2852,-- ,2852,--,14.07%
华中地区,5447,-- ,5447,--,26.87%
华南地区,318,-- ,318,--,1.57%
海外地区,9,-- ,9,--,0.05%
华东地区,2030,-- ,2030,--,10.02%
西南地区,5392,-- ,5392,--,26.6%

秦川物联,688528,收入构成,报告日期,2017-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
华中地区,3470,-- ,3470,--,21.53%
华南地区,237,-- ,237,--,1.47%
西北地区,3381,-- ,3381,--,20.98%
东北地区,536,-- ,536,--,3.33%
华北地区,1270,-- ,1270,--,7.88%
华东地区,2353,-- ,2353,--,14.6%
西南地区,4847,-- ,4847,--,30.08%
海外地区,19,-- ,19,--,0.12%

秦川物联,688528,收入构成,报告日期,2016-12-31,
按地域,收入(万元),成本(万元),利润(万元),毛利率,利润占比
海外地区,4,-- ,4,--,0.04%
华东地区,705,-- ,705,--,5.85%
西南地区,4064,-- ,4064,--,33.71%
华北地区,1248,-- ,1248,--,10.36%
华南地区,84,-- ,84,--,0.7%
西北地区,3197,-- ,3197,--,26.53%
华中地区,2385,-- ,2385,--,19.79%
东北地区,366,-- ,366,--,3.04%

